#idx	phe_file	sumstats_file	n_lines	n_non-NA_lines
11	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1920.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN1920.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779735
12	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1930.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN1930.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779760
13	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1940.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN1940.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779637
14	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1950.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN1950.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779719
15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1960.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN1960.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779756
16	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1970.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN1970.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779733
17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1980.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN1980.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779714
18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1990.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN1990.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779704
19	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2000.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN2000.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779669
20	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2010.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN2010.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779670
21	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2020.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN2020.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779775
22	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2030.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN2030.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779725
23	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2040.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN2040.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779689
24	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20401.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20401.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771896
25	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20404.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20404.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	728036
26	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20406.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20406.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	738150
27	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20415.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20415.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	728417
28	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20421.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20421.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771356
29	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20425.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20425.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	770361
30	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20428.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20428.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	758532
31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20431.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20431.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	738805
32	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20432.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20432.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	722213
33	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20435.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20435.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	764693
34	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20437.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20437.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	765358
35	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20441.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20441.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771954
36	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20446.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20446.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771973
37	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20447.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20447.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	765966
38	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20448.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20448.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	765975
39	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20449.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20449.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	764807
40	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20450.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20450.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	765230
41	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20456.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20456.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	738849
42	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20457.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20457.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	707739
43	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20463.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20463.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771955
44	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20466.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20466.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	736550
45	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20468.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20468.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771975
46	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20471.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20471.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771905
47	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20474.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20474.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771963
48	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20477.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20477.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	736585
49	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20480.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20480.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771977
50	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20481.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20481.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	735068
51	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20483.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20483.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	734757
52	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20484.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20484.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	727916
53	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20486.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20486.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	748894
54	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20499.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20499.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771968
55	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20500.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20500.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771900
56	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20501.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20501.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771750
57	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20502.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20502.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771652
58	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20503.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20503.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	738813
59	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20504.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20504.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	716926
60	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20532.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20532.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	764279
61	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20533.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20533.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	761337
62	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20534.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20534.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	761337
63	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20535.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20535.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	761337
64	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20538.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20538.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	758153
65	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20540.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20540.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	758074
66	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20541.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20541.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	758263
67	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20542.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/white_british/ukb24983_v2_hg19.BIN20542.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	753932
68	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2090.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN2090.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779804
69	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2100.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN2100.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779816
70	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21024.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21024.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	772755
71	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21026.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21026.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	748827
72	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21027.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21027.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	766594
73	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21035.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21035.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	772986
74	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21038.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21038.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	772977
75	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21062.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21062.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	772984
76	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21063.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21063.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	772984
77	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21065.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21065.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	771644
78	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21066.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21066.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	772453
79	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21067.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21067.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	772082
80	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21068.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21068.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	772936
81	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21070.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21070.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	745329
82	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21071.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21071.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	748100
83	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21073.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21073.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	748110
84	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21074.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21074.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	748142
85	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21075.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21075.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	740413
86	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21076.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/white_british/ukb24983_v2_hg19.BIN21076.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	748206
87	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2188.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/white_british/ukb24983_v2_hg19.BIN2188.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779730
88	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2207.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/white_british/ukb24983_v2_hg19.BIN2207.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	779829
89	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22126.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/white_british/ukb24983_v2_hg19.BIN22126.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	769598
90	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22127.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/white_british/ukb24983_v2_hg19.BIN22127.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	769598
91	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22128.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/white_british/ukb24983_v2_hg19.BIN22128.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	769598
92	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22129.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/white_british/ukb24983_v2_hg19.BIN22129.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	769598
93	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22130.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/white_british/ukb24983_v2_hg19.BIN22130.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	769598
94	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22132.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/white_british/ukb24983_v2_hg19.BIN22132.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	769598
95	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22133.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/white_british/ukb24983_v2_hg19.BIN22133.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	769598
96	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22134.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/white_british/ukb24983_v2_hg19.BIN22134.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	769598
97	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22135.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/white_british/ukb24983_v2_hg19.BIN22135.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	769598
98	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22136.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/white_british/ukb24983_v2_hg19.BIN22136.genotyped.PHENO1.glm.logistic.hybrid.gz	784257	769598
