Annotator	Annotation date	Name	GBE ID	TableID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes
	8/27/17	Cough_on_most_days	BIN22502	9797	Cough on most days	22502		1		1			1	0	121291	Accruing	Categorical single		Primary	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22502	
	8/27/17	Bring_up_phlegm/sputum/mucus_on_most_days	BIN22504	9797	Bring up phlegm/sputum/mucus on most days	22504		1		1			1	0	121291	Accruing	Categorical single		Primary	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22504	
	8/27/17	Breastfed_as_a_baby	BIN1677	10137	Breastfed as a baby	1677		1		1			1	0	501726	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1677	
	8/27/17	Mood_swings	BIN1920	10137	Mood swings	1920		1		1			1	0	501724	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1920	
	8/27/17	Miserableness	BIN1930	10137	Miserableness	1930		1		1			1	0	501724	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1930	
	8/27/17	Irritability	BIN1940	10137	Irritability	1940		1		1			1	0	501724	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1940	
	8/27/17	Sensitivity_/_hurt_feelings	BIN1950	10137	Sensitivity / hurt feelings	1950		1		1			1	0	501723	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1950	
	8/27/17	Fed-up_feelings	BIN1960	10137	Fed-up feelings	1960		1		1			1	0	501723	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1960	
	8/27/17	Nervous_feelings	BIN1970	10137	Nervous feelings	1970		1		1			1	0	501723	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1970	
	8/27/17	Worrier_/_anxious_feelings	BIN1980	10137	Worrier / anxious feelings	1980		1		1			1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1980	
	8/27/17	Tense_/_'highly_strung'	BIN1990	10137	Tense / 'highly strung'	1990		1		1			1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1990	
	8/27/17	Worry_too_long_after_embarrassment	BIN2000	10137	Worry too long after embarrassment	2000		1		1			1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2000	
	8/27/17	Suffer_from_'nerves'	BIN2010	10137	Suffer from 'nerves'	2010		1		1			1	0	501722	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2010	
	8/27/17	"Loneliness,_isolation"	BIN2020	10137	"Loneliness, isolation"	2020		1		1			1	0	501721	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2020	
	8/27/17	Guilty_feelings	BIN2030	10137	Guilty feelings	2030		1		1			1	0	501721	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2030	
	8/27/17	Risk_taking	BIN2040	10137	Risk taking	2040		1		1			1	0	501721	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2040	
	8/27/17	"Seen_doctor_(GP)_for_nerves,_anxiety,_tension_or_depression"	BIN2090	10137	"Seen doctor (GP) for nerves, anxiety, tension or depression"	2090		1		1			1	0	501717	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2090	
	8/27/17	"Seen_a_psychiatrist_for_nerves,_anxiety,_tension_or_depression"	BIN2100	10137	"Seen a psychiatrist for nerves, anxiety, tension or depression"	2100		1		1			1	0	501717	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2100	
	8/27/17	Wears_glasses_or_contact_lenses	BIN2207	10137	Wears glasses or contact lenses	2207		1		1			1	0	501710	Complete	Categorical single		Primary	Unisex	3	1	100352	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2207	
	8/27/17	Had_major_operations	BIN2415	10137	Had major operations	2415		1		1			1	0	228711	Complete	Categorical single		Primary	Male	3	1	100603	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2415	
	8/27/17	Chest_pain_or_discomfort_walking_normally	BIN3606	10137	Chest pain or discomfort walking normally	3606		1		1			1	0	83249	Complete	Categorical single		Primary	Unisex	3	1	100563	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3606	
	8/27/17	Chest_pain_due_to_walking_ceases_when_standing_still	BIN3616	10137	Chest pain due to walking ceases when standing still	3616		1		1			1	0	32870	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3616	
	8/27/17	Ever_depressed_for_a_whole_week	BIN4598	10137	Ever depressed for a whole week	4598		1		1			1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4598	
	8/27/17	Ever_unenthusiastic/disinterested_for_a_whole_week	BIN4631	10137	Ever unenthusiastic/disinterested for a whole week	4631		1		1			1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4631	
	8/27/17	Ever_manic/hyper_for_2_days	BIN4642	10137	Ever manic/hyper for 2 days	4642		1		1			1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4642	
	8/27/17	Ever_highly_irritable/argumentative_for_2_days	BIN4653	10137	Ever highly irritable/argumentative for 2 days	4653		1		1			1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4653	
	8/27/17	Leg_pain_on_walking	BIN4728	10137	Leg pain on walking	4728		1		1			1	0	195467	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4728	
	8/27/17	Ever_had_eye_surgery	BIN5181	10137	Ever had eye surgery	5181		1		1			1;2;3	0	133953	Complete	Categorical single		Primary	Unisex	2	1	100271	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5181	
	8/27/17	Ever_had_cataract_surgery	BIN5324	10137	Ever had cataract surgery	5324		1		1			2;3;4	0	10630	Complete	Categorical single		Primary	Unisex	2	1	100272	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5324	
	8/27/17	Ever_had_refractive_laser_eye_surgery	BIN5325	10137	Ever had refractive laser eye surgery	5325		1		1			2;3;4	0	10630	Complete	Categorical single		Primary	Unisex	2	1	100272	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5325	
	8/27/17	Ever_had_surgery_for_glaucoma_or_high_eye_pressure	BIN5326	10137	Ever had surgery for glaucoma or high eye pressure	5326		1		1			2;3;4	0	10630	Complete	Categorical single		Primary	Unisex	2	1	100272	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5326	
	8/27/17	Ever_had_laser_treatment_for_glaucoma_or_high_eye_pressure	BIN5327	10137	Ever had laser treatment for glaucoma or high eye pressure	5327		1		1			2;3;4	0	10630	Complete	Categorical single		Primary	Unisex	2	1	100272	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5327	
	8/27/17	Ever_had_corneal_graft_surgery	BIN5328	10137	Ever had corneal graft surgery	5328		1		1			2;3;4	0	10630	Complete	Categorical single		Primary	Unisex	2	1	100272	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5328	
	8/27/17	Leg_pain_when_standing_still_or_sitting	BIN5452	10137	Leg pain when standing still or sitting	5452		1		1			1	0	45524	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5452	
	8/27/17	Leg_pain_in_calf/calves	BIN5463	10137	Leg pain in calf/calves	5463		1		1			1	0	45524	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5463	
	8/27/17	Leg_pain_when_walking_uphill_or_hurrying	BIN5474	10137	Leg pain when walking uphill or hurrying	5474		1		1			1	0	45524	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5474	
	8/27/17	Leg_pain_when_walking_normally	BIN5485	10137	Leg pain when walking normally	5485		1		1			1	0	45524	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5485	
	8/27/17	Leg_pain_when_walking_ever_disappears_while_walking	BIN5496	10137	Leg pain when walking ever disappears while walking	5496		1		1			1	0	24924	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5496	
	8/27/17	Surgery_on_leg_arteries_(other_than_for_varicose_veins)	BIN5529	10137	Surgery on leg arteries (other than for varicose veins)	5529		1		1			1	0	45524	Complete	Categorical single		Primary	Unisex	3	1	100349	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5529	
Rivas Lab	8/27/17	Pulse_wave_reflection_index	INI4195	10137	Pulse wave reflection index	4195	1		1						193472	Complete	Integer		Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4195	
	8/27/17	Pulse_wave_peak_to_peak_time	INI4196	10137	Pulse wave peak to peak time	4196	1		1						193370	Complete	Integer	milliseconds	Primary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4196	
	8/27/17	Position_of_the_pulse_wave_peak	INI4198	10137	Position of the pulse wave peak	4198	1		1						193472	Complete	Integer		Auxiliary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4198	
	8/27/17	Position_of_pulse_wave_notch	INI4199	10137	Position of pulse wave notch	4199	1		1						193472	Complete	Integer		Auxiliary	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4199	
	8/27/17	Index_of_best_refractometry_result_(left)	INI5276	10137	Index of best refractometry result (left)	5276	1		1						129292	Complete	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5276	
	8/27/17	3mm_index_of_best_keratometry_results_(left)	INI5292	10137	3mm index of best keratometry results (left)	5292	1		1						124573	Complete	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5292	
	8/27/17	6mm_index_of_best_keratometry_results_(left)	INI5306	10137	6mm index of best keratometry results (left)	5306	1		1						107726	Complete	Integer		Primary	Unisex	2	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5306	
	8/27/17	Pulse_wave_Arterial_Stiffness_index	INI21021	10137	Pulse wave Arterial Stiffness index	21021	1		1						192490	Complete	Continuous		Derived	Unisex	3	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21021	
	8/27/17	Anterior_thigh_lean_muscle_volume_(right)	INI22403	10137	Anterior thigh lean muscle volume (right)	22403	1		1						955	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22403	
	8/27/17	Posterior_thigh_lean_muscle_volume_(right)	INI22404	10137	Posterior thigh lean muscle volume (right)	22404	1		1						955	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22404	
	8/27/17	Anterior_thigh_lean_muscle_volume_(left)	INI22405	10137	Anterior thigh lean muscle volume (left)	22405	1		1						951	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22405	
	8/27/17	Posterior_thigh_lean_muscle_volume_(left)	INI22406	10137	Posterior thigh lean muscle volume (left)	22406	1		1						951	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22406	
	8/27/17	Visceral_adipose_tissue_volume_(VAT)	INI22407	10137	Visceral adipose tissue volume (VAT)	22407	1		1						999	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22407	
	8/27/17	Abdominal_subcutaneous_adipose_tissue_volume_(ASAT)	INI22408	10137	Abdominal subcutaneous adipose tissue volume (ASAT)	22408	1		1						999	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22408	
	8/27/17	Total_thigh_muscle_volume	INI22409	10137	Total thigh muscle volume	22409	1		1						946	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22409	
	8/27/17	Total_trunk_fat	INI22410	10137	Total trunk fat	22410	1		1						999	Accruing	Continuous	litres	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22410	
	8/27/17	Minimum_carotid_IMT_(intima-medial_thickness)_at_120_degrees	INI22670	10137	Minimum carotid IMT (intima-medial thickness) at 120 degrees	22670	1		1						2544	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22670	
	8/27/17	Mean_carotid_IMT_(intima-medial_thickness)_at_120_degrees	INI22671	10137	Mean carotid IMT (intima-medial thickness) at 120 degrees	22671	1		1						2544	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22671	
	8/27/17	Maximum_carotid_IMT_(intima-medial_thickness)_at_120_degrees	INI22672	10137	Maximum carotid IMT (intima-medial thickness) at 120 degrees	22672	1		1						2544	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22672	
	8/27/17	Minimum_carotid_IMT_(intima-medial_thickness)_at_150_degrees	INI22673	10137	Minimum carotid IMT (intima-medial thickness) at 150 degrees	22673	1		1						2565	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22673	
	8/27/17	Mean_carotid_IMT_(intima-medial_thickness)_at_150_degrees	INI22674	10137	Mean carotid IMT (intima-medial thickness) at 150 degrees	22674	1		1						2565	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22674	
	8/27/17	Maximum_carotid_IMT_(intima-medial_thickness)_at_150_degrees	INI22675	10137	Maximum carotid IMT (intima-medial thickness) at 150 degrees	22675	1		1						2565	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22675	
	8/27/17	Minimum_carotid_IMT_(intima-medial_thickness)_at_210_degrees	INI22676	10137	Minimum carotid IMT (intima-medial thickness) at 210 degrees	22676	1		1						2551	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22676	
	8/27/17	Mean_carotid_IMT_(intima-medial_thickness)_at_210_degrees	INI22677	10137	Mean carotid IMT (intima-medial thickness) at 210 degrees	22677	1		1						2551	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22677	
	8/27/17	Maximum_carotid_IMT_(intima-medial_thickness)_at_210_degrees	INI22678	10137	Maximum carotid IMT (intima-medial thickness) at 210 degrees	22678	1		1						2551	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22678	
	8/27/17	Minimum_carotid_IMT_(intima-medial_thickness)_at_240_degrees	INI22679	10137	Minimum carotid IMT (intima-medial thickness) at 240 degrees	22679	1		1						2518	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22679	
	8/27/17	Mean_carotid_IMT_(intima-medial_thickness)_at_240_degrees	INI22680	10137	Mean carotid IMT (intima-medial thickness) at 240 degrees	22680	1		1						2518	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22680	
	8/27/17	Maximum_carotid_IMT_(intima-medial_thickness)_at_240_degrees	INI22681	10137	Maximum carotid IMT (intima-medial thickness) at 240 degrees	22681	1		1						2518	Accruing	Continuous	micrometres	Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22681	
	8/27/17	Total_volume_of_white_matter_hyperintensities_(from_T1_and_T2_FLAIR_images)	INI25781	10137	Total volume of white matter hyperintensities (from T1 and T2_FLAIR images)	25781	1		1						9045	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25781	
	8/27/17	Volume_of_grey_matter_in_Frontal_Pole_(left)	INI25782	10137	Volume of grey matter in Frontal Pole (left)	25782	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25782	
	8/27/17	Volume_of_grey_matter_in_Frontal_Pole_(right)	INI25783	10137	Volume of grey matter in Frontal Pole (right)	25783	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25783	
	8/27/17	Volume_of_grey_matter_in_Insular_Cortex_(left)	INI25784	10137	Volume of grey matter in Insular Cortex (left)	25784	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25784	
	8/27/17	Volume_of_grey_matter_in_Insular_Cortex_(right)	INI25785	10137	Volume of grey matter in Insular Cortex (right)	25785	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25785	
	8/27/17	Volume_of_grey_matter_in_Superior_Frontal_Gyrus_(left)	INI25786	10137	Volume of grey matter in Superior Frontal Gyrus (left)	25786	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25786	
	8/27/17	Volume_of_grey_matter_in_Superior_Frontal_Gyrus_(right)	INI25787	10137	Volume of grey matter in Superior Frontal Gyrus (right)	25787	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25787	
	8/27/17	Volume_of_grey_matter_in_Middle_Frontal_Gyrus_(left)	INI25788	10137	Volume of grey matter in Middle Frontal Gyrus (left)	25788	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25788	
	8/27/17	Volume_of_grey_matter_in_Middle_Frontal_Gyrus_(right)	INI25789	10137	Volume of grey matter in Middle Frontal Gyrus (right)	25789	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25789	
	8/27/17	"Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_triangularis_(left)"	INI25790	10137	"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (left)"	25790	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25790	
	8/27/17	"Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_triangularis_(right)"	INI25791	10137	"Volume of grey matter in Inferior Frontal Gyrus, pars triangularis (right)"	25791	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25791	
	8/27/17	"Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_opercularis_(left)"	INI25792	10137	"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)"	25792	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25792	
	8/27/17	"Volume_of_grey_matter_in_Inferior_Frontal_Gyrus,_pars_opercularis_(right)"	INI25793	10137	"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)"	25793	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25793	
	8/27/17	Volume_of_grey_matter_in_Precentral_Gyrus_(left)	INI25794	10137	Volume of grey matter in Precentral Gyrus (left)	25794	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25794	
	8/27/17	Volume_of_grey_matter_in_Precentral_Gyrus_(right)	INI25795	10137	Volume of grey matter in Precentral Gyrus (right)	25795	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25795	
	8/27/17	Volume_of_grey_matter_in_Temporal_Pole_(left)	INI25796	10137	Volume of grey matter in Temporal Pole (left)	25796	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25796	
	8/27/17	Volume_of_grey_matter_in_Temporal_Pole_(right)	INI25797	10137	Volume of grey matter in Temporal Pole (right)	25797	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25797	
	8/27/17	"Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_anterior_division_(left)"	INI25798	10137	"Volume of grey matter in Superior Temporal Gyrus, anterior division (left)"	25798	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25798	
	8/27/17	"Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_anterior_division_(right)"	INI25799	10137	"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)"	25799	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25799	
	8/27/17	"Volume_of_grey_matter_in_Superior_Temporal_Gyrus,_posterior_division_(left)"	INI25800	10137	"Volume of grey matter in Superior Temporal Gyrus, posterior division (left)"	25800	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25800	
