GBE ID	Name	TableID	FieldID	Cat1_ID	Cat1_Title	Cat2_ID	Cat2_Title	Cat3_ID	Cat3_Title	Field	Participants	Items	Stability	ValueType	Units	ItemType	Sexed	Instances	Array	Coding	Notes	Link	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	
BIN_FC10001950	Sensitivity_/_hurt_feelings	10137	1950	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Sensitivity / hurt feelings	501723	539135	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Are your feelings easily hurt?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1950	0	1		1	"-1,-3"		1	0	
BIN_FC10001960	Fed-up_feelings	10137	1960	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Fed-up feelings	501723	539135	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you often feel 'fed-up'?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1960	0	1		1	"-1,-3"		1	0	
BIN_FC10001970	Nervous_feelings	10137	1970	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Nervous feelings	501723	539135	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Would you call yourself a nervous person?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1970	0	1		1	"-1,-3"		1	0	
BIN_FC10001980	Worrier_/_anxious_feelings	10137	1980	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Worrier / anxious feelings	501722	539134	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Are you a worrier?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1980	0	1		1	"-1,-3"		1	0	
BIN_FC10001990	Tense_/_'highly_strung'	10137	1990	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Tense / 'highly strung'	501722	539134	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Would you call yourself tense or 'highly strung'?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1990	0	1		1	"-1,-3"		1	0	
BIN_FC10002000	Worry_too_long_after_embarrassment	10137	2000	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Worry too long after embarrassment	501722	539134	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you worry too long after an embarrassing experience?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2000	0	1		1	"-1,-3"		1	0	
BIN_FC10002010	Suffer_from_'nerves'	10137	2010	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Suffer from 'nerves'	501722	539134	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you suffer from 'nerves'?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2010	0	1		1	"-1,-3"		1	0	
BIN_FC10002020	"Loneliness,_isolation"	10137	2020	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	"Loneliness, isolation"	501721	539133	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you often feel lonely?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2020	0	1		1	"-1,-3"		1	0	
BIN_FC10002030	Guilty_feelings	10137	2030	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Guilty feelings	501721	539133	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Are you often troubled by feelings of guilt?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2030	0	1		1	"-1,-3"		1	0	
BIN_FC10002040	Risk_taking	10137	2040	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	Risk taking	501721	539133	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Would you describe yourself as someone who takes risks?"" If the participant activated the Help button they were shown the message:     Work through these questions quickly and do not think about the exact meaning of the question"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2040	0	1		1	"-1,-3"		1	0	
BIN_FC10002090	"Seen_doctor_(GP)_for_nerves,_anxiety,_tension_or_depression"	10137	2090	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	"Seen doctor (GP) for nerves, anxiety, tension or depression"	501717	539129	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you ever seen a general practitioner (GP) for nerves, anxiety, tension or depression?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2090	0	1		1	"-1,-3"		1	0	
BIN_FC10002100	"Seen_a_psychiatrist_for_nerves,_anxiety,_tension_or_depression"	10137	2100	100000	UK Biobank Assessment Centre	100025	Touchscreen	100059	Psychosocial factors	"Seen a psychiatrist for nerves, anxiety, tension or depression"	501717	539129	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you ever seen a psychiatrist for nerves, anxiety, tension or depression?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2100	0	1		1	"-1,-3"		1	0	
BIN_FC10002159	Ever_had_same-sex_intercourse	9797	2159	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Ever had same-sex intercourse	451937	485279	Complete	Categorical single	Data	Primary	Unisex	3	1	100352	"ACE touchscreen question ""Have you ever had sexual intercourse with someone of the same sex?"" If the participant activated the Help button they were shown the message:     Sexual intercourse includes vaginal, oral or anal intercourse.      ~F2159~ was collected from all participants except those who indicated they never had had sexual intercourse, as defined by their answers to ~F2139~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2159	0	1		1	-3		1	0	
BIN_FC10002188	"Long-standing_illness,_disability_or_infirmity"	9797	2188	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	"Long-standing illness, disability or infirmity"	501710	539122	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you have any long-standing illness, disability or infirmity?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2188	0	1		1	"-1,-3"		1	0	
BIN_FC10002207	Wears_glasses_or_contact_lenses	10137	2207	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Wears glasses or contact lenses	501710	539122	Complete	Categorical single	Data	Primary	Unisex	3	1	100352	"ACE touchscreen question ""Do you wear glasses or contact lenses to correct your vision?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2207	0	1		1	-3		1	0	
BIN_FC10002227	Other_eye_problems	10137	2227	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Other eye problems	501709	539121	Complete	Categorical single	Data	Primary	Unisex	3	1	100352	"ACE touchscreen question ""Do you have any other problems with your eyes or eyesight?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2227	0	1		1	-3		1	0	
BIN_FC10002257	Hearing_difficulty/problems_with_background_noise	9797	2257	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Hearing difficulty/problems with background noise	501579	538981	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)?"" ~F2257~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2257	0	1		1	"-1,-3"		1	0	
BIN_FC10002316	Wheeze_or_whistling_in_the_chest_in_last_year	10137	2316	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Wheeze or whistling in the chest in last year	501707	539119	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""In the last year have you ever had wheeze or whistling in the chest?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2316	0	1		1	"-1,-3"		1	0	
BIN_FC10002335	Chest_pain_or_discomfort	10137	2335	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Chest pain or discomfort	501705	539117	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Do you ever have any pain or discomfort in your chest?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2335	0	1		1	"-1,-3"		1	0	
BIN_FC10002345	Ever_had_bowel_cancer_screening	9797	2345	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Ever had bowel cancer screening	501704	539116	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you ever had a screening test for bowel (colorectal) cancer? (Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)"" If the participant activated the Help button they were shown the message:     Screening tests for bowel or colorectal cancer include:  - FOBT (faecal occult blood test) - this is when you    are given a set of cards and asked to smear a part    of your stool on three separate occasions onto the    cards and then return the cards to be tested for    blood.  - Sigmoidoscopy - a tube is used to examine the lower    bowel. This is usually done in a doctor's office    without pain relief.  - Colonoscopy - a long tube is used the examine the    whole large bowel; you would usually have to drink    a large amount of special liquid to prepare the    bowel, and you would be given a sedative medication    for the procedure."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2345	0	1		1	"-1,-3"		1	0	
BIN_FC10002365	Ever_had_prostate_specific_antigen_(PSA)_test	9797	2365	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Ever had prostate specific antigen (PSA) test	228712	246973	Complete	Categorical single	Data	Primary	Male	3	1	100349	"ACE touchscreen question ""Have you ever had a blood test for prostate cancer (prostate specific antigen or PSA test)?"" If the participant activated the Help button they were shown the message:     If you are unsure, select Do not know."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2365	0	1		1	"-1,-3"		1	0	
BIN_FC10002415	Had_major_operations	10137	2415	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Had major operations	228711	246972	Complete	Categorical single	Data	Primary	Male	3	1	100603	"ACE touchscreen question ""Have you had any major operations? (For example, operations that required an overnight stay in hospital)"" If the participant activated the Help button they were shown the message:     If you are unsure if you have had a 'major' operation select Do not know and you will be asked about this by an interviewer later during this visit.      ~F2415~ is male question equivalent of female question ~F2844~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2415	0	1		1	"-1,-3"		1	0	
BIN_FC10002443	Diabetes_diagnosed_by_doctor	9797	2443	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Diabetes diagnosed by doctor	501697	539109	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Has a doctor ever told you that you have diabetes?"" If the participant activated the Help button they were shown the message:     If you are unsure if you have been told you had diabetes, select Do not know and you will be asked about this by an interviewer later during this visit."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2443	0	1		1	"-1,-3"		1	0	
BIN_FC10002453	Cancer_diagnosed_by_doctor	9797	2453	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Cancer diagnosed by doctor	501697	539109	Complete	Categorical single	Data	Primary	Unisex	3	1	100603	"ACE touchscreen question ""Has a doctor ever told you that you have had cancer?"" If the participant activated the Help button they were shown the message:     If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2453	0	1		1	"-1,-3"		1	0	
BIN_FC10002463	Fractured/broken_bones_in_last_5_years	9797	2463	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Fractured/broken bones in last 5 years	501697	539109	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you fractured/broken any bones in the last 5 years?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2463	0	1		1	"-1,-3"		1	0	
BIN_FC10002473	Other_serious_medical_condition/disability_diagnosed_by_doctor	9797	2473	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Other serious medical condition/disability diagnosed by doctor	501697	539109	Complete	Categorical single	Data	Primary	Unisex	3	1	100603	"ACE touchscreen question ""Has a doctor ever told you that you have had any other serious medical conditions or disabilities?"" If the participant activated the Help button they were shown the message:     If you are not sure if you have a serious illness or you are not sure that you have had one of the conditions listed previously, enter Do not know and you will be asked about this by an interviewer later in this visit."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2473	0	1		1	"-1,-3"		1	0	
BIN_FC10002492	Taking_other_prescription_medications	9797	2492	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Taking other prescription medications	501697	539109	Complete	Categorical single	Data	Primary	Unisex	3	1	100603	"ACE touchscreen question ""Do you regularly take any other PRESCRIPTION medications? (Do not forget medications such as puffers or patches)"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2492	0	1		1	"-1,-3"		1	0	
BIN_FC10002644	"Light_smokers,_at_least_100_smokes_in_lifetime"	9797	2644	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	"Light smokers, at least 100 smokes in lifetime"	139753	148047	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""In your lifetime, have you smoked a total of at least 100 times?"" ~F2644~ was collected from participants who indicated they smoked occasionally or Just tried once or twice, as defined by their answers to ~F1249~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2644	0	1		1	"-1,-3"		1	0	
BIN_FC10002674	Ever_had_breast_cancer_screening_/_mammogram	9797	2674	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	Ever had breast cancer screening / mammogram	272991	292142	Complete	Categorical single	Data	Primary	Female	3	1	100349	"ACE touchscreen question ""Have you ever been for breast cancer screening (a mammogram)?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2674	0	1		1	"-1,-3"		1	0	
BIN_FC10002694	Ever_had_cervical_smear_test	9797	2694	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	Ever had cervical smear test	272991	292142	Complete	Categorical single	Data	Primary	Female	3	1	100349	"ACE touchscreen question ""Have you ever had a cervical smear test?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2694	0	1		1	"-1,-3"		1	0	
BIN_FC10002774	"Ever_had_stillbirth,_spontaneous_miscarriage_or_termination"	9797	2774	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	"Ever had stillbirth, spontaneous miscarriage or termination"	272988	292139	Complete	Categorical single	Data	Primary	Female	3	1	100349	"ACE touchscreen question ""Have you ever had any stillbirths, spontaneous miscarriages or terminations?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2774	0	1		1	"-1,-3"		1	0	
BIN_FC10002784	Ever_taken_oral_contraceptive_pill	9797	2784	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	Ever taken oral contraceptive pill	272988	292139	Complete	Categorical single	Data	Primary	Female	3	1	100349	"ACE touchscreen question ""Have you ever taken the contraceptive pill? (include the 'mini-pill')"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2784	0	1		1	"-1,-3"		1	0	
BIN_FC10002814	Ever_used_hormone-replacement_therapy_(HRT)	9797	2814	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	Ever used hormone-replacement therapy (HRT)	272988	292139	Complete	Categorical single	Data	Primary	Female	3	1	100349	"ACE touchscreen question ""Have you ever used hormone replacement therapy (HRT)?"""	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2814	0	1		1	"-1,-3"		1	0	
BIN_FC10002834	Bilateral_oophorectomy_(both_ovaries_removed)	9797	2834	100000	UK Biobank Assessment Centre	100025	Touchscreen	100068	Sex-specific factors	Bilateral oophorectomy (both ovaries removed)	272988	292139	Complete	Categorical single	Data	Primary	Female	3	1	100599	"ACE touchscreen question ""Have you had BOTH ovaries removed?"" If the participant activated the Help button they were shown the message:     Only enter Yes if you have had both ovaries removed. If you have only had one ovary removed you will be able to let the interviewer know later in the visit. If you are unsure of whether both ovaries have been removed, select Do not know."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2834	0	1		1	"-3,-5"		1	0	
BIN_FC10002844	Had_other_major_operations	10137	2844	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Had other major operations	272988	292139	Complete	Categorical single	Data	Primary	Female	3	1	100603	"ACE touchscreen question ""Have you had any other major operations? (for example, operations that required an overnight stay in hospital)"" If the participant activated the Help button they were shown the message:     If you are unsure if you have had a 'major' operation select Do not know and you will be asked about this by an interviewer later during this visit.        The  other  refers to operations other than hysterectomy and bilateral oophorectomy."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2844	0	1		1	"-1,-3"		1	0	
BIN_FC10002907	Ever_stopped_smoking_for_6+_months	9797	2907	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Ever stopped smoking for 6+ months	121457	129179	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""In the time that you smoked, did you ever stop for more than 6 months?"" ~F2907~ was collected from participants who indicated that in the past they smoked tobacco on most or all days, as defined by their answers to ~F1249~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2907	0	1		1	"-1,-3"		1	0	
BIN_FC10002956	General_pain_for_3+_months	9797	2956	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	General pain for 3+ months	9114	9243	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you had pains all over the body for more than 3 months?"" ~F2956~ was collected from participants who indicated that in the last month they experienced pain all over the body that interfered with their usual activities, as defined by their answers to ~F6159~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2956	0	1		1	"-1,-3"		1	0	
BIN_FC10002986	Started_insulin_within_one_year_diagnosis_of_diabetes	9797	2986	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Started insulin within one year diagnosis of diabetes	26027	27328	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Did you start insulin within one year of your diagnosis of diabetes?"" ~F2986~ was collected from men who indicated that a doctor had told them they have diabetes, as defined by their answers to ~F2443~ and all women except those who indicated they had diabetes only during pregnancy, as defined by their answers to ~F2443~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2986	0	1		1	"-1,-3"		1	0	
BIN_FC10003005	Fracture_resulting_from_simple_fall	9797	3005	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Fracture resulting from simple fall	49691	50890	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Did the fracture result from a simple fall (i.e. from standing height)?"" If the participant activated the Help button they were shown the message:     A simple fall is any fall from standing height or lower. For example if you trip and fall over, this is a simple fall.  Falls from a stool or chair that you are sitting on are also counted as simple.  Falls from anything higher ie: down a flight of stairs, from a ladder, from standing on a stool or chair are NOT simple falls. If you have had more than one fracture in the last 5 years, select YES if any one of the fractures resulted from a simple fall.      ~F3005~ was collected from participants who indicated they have had fractured/broken bones in the last 5 years, as defined by their answers to ~F2463~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3005	0	1		1	"-1,-3"		1	0	
BIN_FC10003393	Hearing_aid_user	9797	3393	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Hearing aid user	320931	345113	Complete	Categorical single	Data	Primary	Unisex	3	1	100352	"ACE touchscreen question ""Do you use a hearing aid most of the time?""  Initially this information was collected from all participants answering Yes to either ~F2247~ (~F10793~ in the pilot) or ~F2257~. When the speech-in-noise hearing test was introduced (2009), program logic was altered so that the information was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3393	0	1		1	-3		1	0	
BIN_FC10003404	Neck/shoulder_pain_for_3+_months	9797	3404	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Neck/shoulder pain for 3+ months	120554	123676	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you had neck or shoulder pains for more than 3 months?"" ~F3404~ was collected from participants who indicated that in the last month they experienced neck or shoulder pain that interfered with their usual activities, as defined by their answers to ~F6159~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3404	0	1		1	"-1,-3"		1	0	
BIN_FC10003414	Hip_pain_for_3+_months	9797	3414	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Hip pain for 3+ months	58783	60186	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you had hip pains for more than 3 months?"" ~F3414~ was collected from participants who indicated that in the last month they experienced hip pain that interfered with their usual activities, as defined by their answers to ~F6159~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3414	0	1		1	"-1,-3"		1	0	
BIN_FC10003486	Ever_tried_to_stop_smoking	9797	3486	100000	UK Biobank Assessment Centre	100025	Touchscreen	100050	Lifestyle and environment	Ever tried to stop smoking	39419	40353	Complete	Categorical single	Data	Primary	Unisex	3	1	100358	"ACE touchscreen question ""Have you tried to give up smoking?"" ~F3486~ was collected from participants who indicated they currently smoke tobacco on most or all days, as defined by their answers to ~F1239~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3486	0	1		1	-3		"1,2"	0	
BIN_FC10003571	Back_pain_for_3+_months	9797	3571	100000	UK Biobank Assessment Centre	100025	Touchscreen	100036	Health and medical history	Back pain for 3+ months	133811	137633	Complete	Categorical single	Data	Primary	Unisex	3	1	100349	"ACE touchscreen question ""Have you had back pains for more than 3 months?"" ~F3571~ was collected from participants who indicated that in the last month they experienced back pain that interfered with their usual activities, as defined by their answers to ~F6159~"	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3571	0	1		1	"-1,-3"		1	0	
