Annotator	Annotation date	Name	GBE ID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link
		Ibuprofen_use_self-reported	BIN_FC8006154	Index for card B in round	6154		12		8	-3		2	-7	496609	Complete	Categorical single		Primary	Unisex	4	12	100628	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100628
	2017-Nov-10	Manifestations_of_mania_or_irritability_More_active_vs_any	BIN_FC80020548	Manifestations of mania or irritability	20548	0	9		8	-818		9	1,2,3,5,6,7,9	29057	Accruing	Categorical multiple		Primary	Unisex	1	8	1407	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20548
*	2017-Nov-10	Mania,_hypomania,_bipolar_or_manic-depression_diagnosed_by _a_professional	BIN_FC80020544	Mental health problems ever diagnosed by a professional	20544	0	19		8	-818,-819		10		50102	Accruing	Categorical multiple	milliseconds	Primary	Unisex	1	16	1401	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20544
Rivas Lab	7/27/17	Lymphocyte_percentage	INI30180	Lymphocyte percentage	30180	1		1						478591	Complete	Continuous	percent	Primary	Unisex	3	1	100306.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30180
		Weight_change_compared_with_1_year_ago	QT_FC1002306	Time spend outdoors in summer	2306	1	1	1		-1;-3	3;0;2			498758	Complete	Integer	hours/day	Primary	Unisex	4	1	100540	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100540
				Cardiac output during PWA	12682									28488	Accruing	Continuous	litres/min	Primary	Unisex	1	4	100329.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12682
				Source of report of B35 (dermatophytosis)	130227									32856	Ongoing	Categorical single	hours/day	Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130227
*	2017-Nov-10	Non-drug_therapies_taken_for_anxiety	BIN_FC30020550	Activities undertaken to treat anxiety	20550	0	3		3	-818		1,3		24217	Accruing	Categorical multiple		Primary	Unisex	1	2	1406	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20550
				Reason for reducing amount of alcohol drunk	2664									218002	Complete	Categorical single		Primary	Unisex	4	1	100418	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2664
		Medication_for_blood_pressure_(male_only)	BIN_FC2006177	Nap during day	6177		6		2	-3,-1		2	-7	501650	Complete	Categorical single		Primary	Unisex	4	1	100625	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100625
Lab	20190327	SHBG	INI30830	SHBG	30830	1		1						428197	Accruing	Continuous	nmol/L	Primary	Unisex	2	1	100343.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30830
	8/27/17	Volume_of_grey_matter_in_Supramarginal_Gyrus,_posterior_division_(left)	INI25820	Volume of grey matter in Supramarginal Gyrus, posterior division (left)	25820	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1	100345.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25820
Guhan	11/26/18	Weighted-mean_MO_in_tract_inferior_fronto-occipital_fasciculus_(right)	INI25555	Weighted-mean MO in tract inferior fronto-occipital fasciculus (right)	25555	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	100346.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25555
Guhan	11/26/18	Mean_FA_in_body_of_corpus_callosum_on_FA_skeleton	INI25059	Mean FA in body of corpus callosum on FA skeleton	25059	1		1						19396	Accruing	Continuous	AU	Derived	Unisex	1	1	100347.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25059
				Mean MD in corticospinal tract on FA skeleton (left)	25111									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	100348.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25111
Jacob	2019/11/17	Sometimes has inability to stop worry during worst period of anxiety	BIN_FC20020539	Frequency of inability to stop worrying during worst period of anxiety	20539	0	4		2	-818;-121		2	0;1;3	461082	Complete	Categorical multiple		Primary	Unisex	4	1	519	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20539
Guhan	2019/11/15	Powdered milk (Diet, 24hr recall, Online follow-up)	BIN_FC80100920	Type milk consumed	100920	0	10		8	222		2109	0;2102;2103;2104;2105;2106;2107;2108;2110;2199	211017	Complete	Categorical single	hours/week	Primary	Unisex	5	1	100015	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100920
Guhan	2019/11/15	Oat crunch intake (Diet, 24hr recall, Online follow-up)	INI100810	Oat crunch intake	100810	1	0	1			555;1;200			13646	Complete	Categorical single	Bowl	Primary	Unisex	5	1	100001	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=100810
		asthma_diagnosed_by_doctor	BIN_FC4006152	Cooked vegetable intake	6152		12		4	-3		8	-7	501647	Complete	Integer	tablespoons/day	Primary	Unisex	4	1	100610	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=100610
				Source of report of B78 (strongyloidiasis)	130307									7	Ongoing	Categorical single	tablespoons/day	Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130307
Guhan	2019/11/15	Unsalted nuts intake (Diet, 24hr recall, Online follow-up)	INI102440	Unsalted nuts intake	102440	1	0	1			555;1;2;300			27026	Complete	Categorical single	Handful	Primary	Unisex	5	1	100003	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102440
Yosuke	2019/11/15	Ham intake (Diet, 24hr recall, Online follow-up)	INI103080	Ham intake	103080	1	0	1			555;1;2;3;4;500			57080	Complete	Categorical single	Slice	Primary	Unisex	5	1	100016	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103080
Ruge	2019/11/15	Loud music exposure frequency (Yes, for less than a year)	BIN_FC30004836	Loud music exposure frequency	4836	0	3		3	-1;-3		13	11;12;0	501646	Complete	Categorical single		Primary	Unisex	4	1	100637	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4836
				Total BMD (bone mineral density) T-score	23239									5139	Accruing	Continuous	Std.Devs	Primary	Unisex	1	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23239
				Mean L3 in corticospinal tract on FA skeleton (left)	25303									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25303
				3mm asymmetry index unreliable (right)	5144									12011	Complete	Categorical single		Primary	Unisex	2	6	1207	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5144
				Source of report of D57 (sickle-cell disorders)	130635									570	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130635
*	2017-Nov-10	Depression_diagnosed_by _a_professional	BIN_FC90020544	Mental health problems ever diagnosed by a professional	20544	0	19		9	-818,-819		11		50102	Accruing	Categorical multiple		Primary	Unisex	1	16	1401	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20544
Guhan	11/26/18	Forced_expiratory_volume_in_1-second_(FEV1),_predicted_percentage	INI20154	Forced expiratory volume in 1-second (FEV1), predicted percentage	20154	1		1						151984	Complete	Continuous	percent	Derived	Unisex	1	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20154
				Total BMD (bone mineral density) (right)	23238									4350	Accruing	Continuous	g/cm2	Primary	Unisex	1	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23238
Ruge	2019/11/15	Noisy workplace (Yes, for around 1-5 years)	BIN_FC20004825	Noisy workplace	4825	0	3		2	-1;-3		12	11;13;0	501574	Complete	Categorical single		Primary	Unisex	4	1	100637	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4825
Matt	11/11/18	Monocyte_percentage	INI30190	Monocyte percentage	30190	1		1						478591	Complete	Continuous	percent	Primary	Unisex	3	1	100388.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30190
				Mean L3 in body of corpus callosum on FA skeleton	25299									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25299
		Time_since_last_menstrual_period	INI3700	Time since last menstrual period	3700	1	0	1		-1,-3				64153	Complete	Integer	Data	Primary	Female	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3700
	8/27/17	Volume_of_grey_matter_in_Cuneal_Cortex_(right)	INI25845	Volume of grey matter in Cuneal Cortex (right)	25845	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25845
Yosuke	2019/11/15	Lamb intake (Diet, 24hr recall, Online follow-up)	INI103040	Lamb intake	103040	1	0	1			555;1;2;3;4;500			22841	Complete	Categorical single	Serving	Primary	Unisex	5	1	100016	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103040
Guhan	2019/11/15	Other milk-based pudding intake (Diet, 24hr recall, Online follow-up)	INI102150	Other milk-based pudding intake	102150	1	0	1			555;1;2;300			9801	Complete	Categorical single	Serving / small pot	Primary	Unisex	5	1	100003	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=102150
Guhan	11/26/18	Weighted-mean_MD_in_tract_forceps_major	INI25525	Weighted-mean MD in tract forceps major	25525	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25525
Guhan	11/26/18	Volume_of_accumbens_(right)	INI25024	Volume of accumbens (right)	25024	1		1						21391	Accruing	Continuous	mm3	Derived	Unisex	1	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25024
				Mean L3 in fornix cres+stria terminalis on FA skeleton (right)	25334									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	100397.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25334
				Direct bilirubin aliquot	30662									474213	Accruing	Categorical single		Auxiliary	Unisex	2	1	1529	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30662
Jacob	2019/11/16	Often has difficulty controlling worry during worst period of anxiety	BIN_FC30020537	Frequency of difficulty controlling worry during worst period of anxiety	20537	0	4		3	-818;-121		3	0;1;2	501643	Complete	Categorical multiple	glasses/day	Primary	Unisex	4	1	519	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20537
				Mean MD in cerebral peduncle on FA skeleton (right)	25118									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	100400.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25118
Guhan	11/26/18	Average_weekly_champagne_plus_white_wine_intake	INI1578	Average weekly champagne plus white wine intake	1578	1		1		-1;-3				348348	Complete	Integer	glasses	Primary	Unisex	3	1	100291	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1578
Lab	20190327	BK_VP1_antigen_for_Human_Polyomavirus_BKV	INI23026	BK VP1 antigen for Human Polyomavirus BKV	23026	1		1						9691	Accruing	Integer		Primary	Unisex	2	1	100402.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23026
				Source of report of B77 (ascariasis)	130305									11	Ongoing	Categorical single	glasses	Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130305
Guhan	11/26/18	Weighted-mean_L3_in_tract_cingulate_gyrus_part_of_cingulum_(right)	INI25628	Weighted-mean L3 in tract cingulate gyrus part of cingulum (right)	25628	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25628
	8/27/17	Volume_of_grey_matter_in_Middle_Temporal_Gyrus,_temporooccipital_part_(left)	INI25806	Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)	25806	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25806
Lab	20190327	Calcium	INI30680	Calcium	30680	1		1						432211	Accruing	Continuous	mmol/L	Primary	Unisex	2	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30680
Guhan	11/26/18	Average_heart_rate	INI22426	Average heart rate	22426	1		1						4711	Accruing	Integer	bpm	Primary	Unisex	1	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22426
Yosuke	11/9/18	Heel_ultrasound_method_(right)	BIN4095	Heel ultrasound method (right)	4095		1		1	6;7;3		1	2	201662	Complete	Categorical single		Primary	Unisex	3	1	100260	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4095
*	2017-Nov-10	Prescribed_medication_taken_for_depression	BIN_FC20020546	Substances taken for depression	20546	0	4		2	-818		3		45720	Accruing	Categorical multiple		Primary	Unisex	1	3	1405	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20546
Guhan	11/26/18	Weighted-mean_MD_in_tract_inferior_fronto-occipital_fasciculus_(right)	INI25528	Weighted-mean MD in tract inferior fronto-occipital fasciculus (right)	25528	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	100431.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25528
	8/27/17	Volume_of_grey_matter_in_Superior_Frontal_Gyrus_(left)	INI25786	Volume of grey matter in Superior Frontal Gyrus (left)	25786	1		1						9931	Accruing	Continuous	mm3	Derived	Unisex	1	1	100432.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25786
Lab	20190327	Alanine_aminotransferase	INI30620	Alanine aminotransferase	30620	1		1						470682	Accruing	Continuous	U/L	Primary	Unisex	2	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30620
				Source of report of B34 (viral infection of unspecified site)	130225									11209	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130225
*	2017-Nov-10	Other_psychosis_diagnosed_by _a_professional	BIN_FC30020544	Mental health problems ever diagnosed by a professional	20544	0	19		3	-818,-819		3		50102	Accruing	Categorical multiple		Primary	Unisex	1	16	1401	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20544
				Maximum workload during fitness test	6032									95150	Complete	Integer	Watts	Primary	Unisex	2	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6032
Guhan	12/5/18	Particulate_matter_air_pollution_(pm10);_2010	INI24005	Particulate matter air pollution (pm10); 2010	24005	1		1						461237	Complete	Continuous	micro-g/m3	Primary	Unisex	1	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=24005
Guhan	11/26/18	Weighted-mean_FA_in_tract_forceps_major	INI25498	Weighted-mean FA in tract forceps major	25498	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25498
		Number_of_cigarettes_previously_smoked_daily_(current_cigar/pipe_smokers)	INI6183	Number of cigarettes previously smoked daily (current cigar/pipe smokers)	6183	1	0	1		-10,-1				1802	Complete	Integer	Data	Primary	Unisex	3	1	100353	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6183
Guhan	2019/11/15	Tinned tuna intake (Diet, 24hr recall, Online follow-up)	INI103150	Tinned tuna intake	103150	1	0	1			555;1;2;3;400			20557	Complete	Categorical single	Serving	Primary	Unisex	5	1	100004	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103150
				Mean L3 in posterior thalamic radiation on FA skeleton (right)	25324									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25324
				Mean L1 in superior cerebellar peduncle on FA skeleton (left)	25213									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	100503.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25213
Jacob	2019/11/18	Current Smoker	BIN_FC30020116	Smoking status	20116	0	3		3	-3		2	0;1	456478	Complete	Categorical multiple	years	Primary	Unisex	4	1	90	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20116
Guhan	11/26/18	Weighted-mean_ISOVF_in_tract_forceps_major	INI25714	Weighted-mean ISOVF in tract forceps major	25714	1		1						19393	Accruing	Continuous	AU	Derived	Unisex	1	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25714
Guhan	11/26/18	Weighted-mean_FA_in_tract_inferior_fronto-occipital_fasciculus_(left)	INI25500	Weighted-mean FA in tract inferior fronto-occipital fasciculus (left)	25500	1		1						19394	Accruing	Continuous	AU	Derived	Unisex	1	1	100352.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25500
Rivas Lab	7/27/17	Mean_platelet_(thrombocyte)_volume	INI30100	Mean platelet (thrombocyte) volume	30100	1		1						479445	Complete	Continuous	femtolitres	Primary	Unisex	3	1	100508.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=30100
Guhan	11/26/18	Leg_total_mass_(left)	INI23269	Leg total mass (left)	23269	1		1						4350	Accruing	Continuous	kg	Primary	Unisex	1	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=23269
				Completion status of test	6020									95163	Complete	Categorical single		Primary	Unisex	2	1	100257	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6020
				Source of report of A68 (relapsing fevers)	130117									2	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130117
		3mm_asymmetry_index_for_irregular_astigmatism_level_(right)	BIN_FC1005152	Use of sun/uv protection	5152	0	1	0	1	_	_	2,3	1	498721	Complete	Categorical single		Primary	Unisex	4	1	33	http://biobank.ctsu.ox.ac.uk/crystal/coding.cgi?id=33
	8/27/17	Doctor_diagnosed_emphysema	BIN22128	Doctor diagnosed emphysema	22128		1		1			1	0	121291	Accruing	Categorical single	times/year	Primary	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22128
Guhan	2019/11/20	Past tobacco smoking (Smoked occasionally)	BIN_FC20001249	Past tobacco smoking	1249	0	4		2	-3		2	1;3;4	501621	Complete	Categorical single		Primary	Unisex	4	1	100348	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1249
	2017-Nov-10	Trouble_falling_asleep	BIN20533	Trouble falling asleep	20533	0	1		1			1	0	60914	Accruing	Categorical single		Primary	Unisex	1	1	508	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20533
				Mean MO in posterior corona radiata on FA skeleton (right)	25178									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25178
Jacob	2019/11/16	Victim of physically violent crime within the last 12 months	BIN_FC30020529	Victim of physically violent crime	20529	0	3		3	-818		2	0;1	177915	Complete	Categorical double	years	Primary	Unisex	4	1	533	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20529
David	2019/11/15	Bread type: White	BIN_FC10001448	Bread type	1448	0	4		1	-3;-1		1	2;3;4	483498	Complete	Categorical single		Primary	Unisex	4	1	100391	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1448
	2017-Nov-10	Frequency_of_needing_morning_drink_of_alcohol_after_heavy_drinking_session_in_last_year	INI20412	Frequency of needing morning drink of alcohol after heavy drinking session in last year	20412	1	0	1		-818	1,2,3,4,5			85204	Accruing	Categorical single		Primary	Unisex	1	1	523	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=20412
	8/27/17	Doctor_diagnosed_fibrosing_alveolitis/unspecified_alveolitis	BIN22136	Doctor diagnosed fibrosing alveolitis/unspecified alveolitis	22136		1		1			1	0	121291	Accruing	Categorical single		Primary	Unisex	1	1	7	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=22136
				Weight method	21									500856	Complete	Categorical single		Primary	Unisex	4	1	100261	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21
				Source of report of A71 (trachoma)	130123									35	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130123
				Source of report of A55 (chlamydial lymphogranuloma (venereum))	130095									4	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130095
				ECG, load	5984									94955	Complete	Integer	Watts	Primary	Unisex	2	114	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=5984
				Mean L1 in posterior limb of internal capsule on FA skeleton (left)	25219									19395	Accruing	Continuous	AU	Derived	Unisex	1	1	100389.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25219
				Illness, injury, bereavement, stress in last 2 years	6145									498727	Complete	Categorical multiple		Primary	Unisex	4	6	100502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=6145
				Source of report of A90 (dengue fever [classical dengue])	130155									9	Ongoing	Categorical single		Derived	Unisex	1	1	2171	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=130155
