Annotator	Annotation date	Name	GBE ID	TableID	Field	FieldID	QT_total_num	BIN_total_num	QT_index	BIN_index	coding_exclude	coding_QT	coding_binary_case	coding_binary_control	Participants	Stability	ValueType	Units	Strata	Sexed	Instances	Array	Coding	Link	Notes
Guhan	11/9/2018	Degree_bothered_by_feeling_tired_all_the_time_in_the_past_3_months	INI21060	25279	Degree bothered by feeling tired all the time in the last 3 months	21060	1		1		-818	-600;-601;-607			174781	Accruing	Categorical single		Primary	Unisex	1	1	339	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21060	
Guhan	11/9/2018	Degree_bothered_by_headaches_in_the_past_3_months	INI21051	25279	Degree bothered by headaches in the last 3 months	21051	1		1		-818	-600;-601;-608			174781	Accruing	Categorical single		Primary	Unisex	1	1	339	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21051	
Guhan	11/9/2018	Degree_bothered_by_nausea_in_the_past_3_months	INI21059	25279	Degree bothered by nausea in the last 3 months	21059	1		1		-818	-600;-601;-609			174781	Accruing	Categorical single		Primary	Unisex	1	1	339	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21059	
Guhan	11/9/2018	Degree_bothered_by_pain_in_arms/legs/joints_in_the_past_3_months	INI21049	25279	Degree bothered by pain in arms/legs/joints in the past 3 months	21049	1		1		-818	-600;-601;-610			174781	Accruing	Categorical single		Primary	Unisex	1	1	339	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21049	
Guhan	11/9/2018	Degree_bothered_by_shortness_of_breath_in_the_past_3_months	INI21056	25279	Degree bothered by shortness of breath in the last 3 months	21056	1		1		-818	-600;-601;-611			174781	Accruing	Categorical single		Primary	Unisex	1	1	339	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21056	
Guhan	11/9/2018	Degree_bothered_by_trouble_sleeping_in_the_past_3_months	INI21061	25279	Degree bothered by trouble sleeping in the last 3 months	21061	1		1		-818	-600;-601;-612			174781	Accruing	Categorical single		Primary	Unisex	1	1	339	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21061	
Guhan	11/9/2018	Degree_bothered_by_urinary_frequency/bladder_irritability_in_the_past_3_months	INI21058	25279	Degree bothered by urinary frequency/bladder irritability in the last 3 months	21058	1		1		-818	-600;-601;-613			174781	Accruing	Categorical single		Primary	Unisex	1	1	339	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21058	
Guhan	11/9/2018	Severity_of_current_abdominal_pain	INI21036	25279	Severity of current abdominal pain	21036	1		1		-818	0;1;2;3;4;5;6;7;8;9;10			50621	Accruing	Categorical single		Primary	Unisex	1	1	408	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21036	
Guhan	11/9/2018	12-lead_ECG_measuring_method_Direct_entry_vs_other	BIN_FC10012323	25279	12-lead ECG measuring method	12323		3		1			0	6;7	29096	Accruing	Categorical single		Primary	Unisex	1	1	470	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12323	
Guhan	11/9/2018	12-lead_ECG_measuring_method_Not_performed_equipment_failure_vs_Direct_entry	BIN_FC20012323	25279	12-lead ECG measuring method	12323		3		2	7		6	0	29096	Accruing	Categorical single		Primary	Unisex	1	1	470	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12323	
Guhan	11/9/2018	12-lead_ECG_measuring_method_Direct_entry_vs_Not_performed_other_reason	BIN_FC30012323	25279	12-lead ECG measuring method	12323		3		3	6		7	0	29096	Accruing	Categorical single		Primary	Unisex	1	1	470	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12323	
Guhan	11/9/2018	Brain_MRI_measuring_method_Direct_entry_vs_other	BIN_FC10012187	25279	Brain MRI measuring method	12187		3		1			0	6;7	28874	Accruing	Categorical single		Primary	Unisex	1	1	470	 	
Guhan	11/9/2018	Brain_MRI_measuring_method_Not_performed_equipment_failure_vs_Direct_entry	BIN_FC20012187	25279	Brain MRI measuring method	12187		3		2	7		6	0	28874	Accruing	Categorical single		Primary	Unisex	1	1	470	 	
Guhan	11/9/2018	Brain_MRI_measuring_method_Direct_entry_vs_Not_performed_other_reason	BIN_FC30012187	25279	Brain MRI measuring method	12187		3		3	6		7	0	28874	Accruing	Categorical single		Primary	Unisex	1	1	470	 	
Jessica	11/9/2018	Born_by_caesarian_section	BIN21066	25279	Born by caesarian section	21066		1		1	-818,;121		1	0	174781	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21066	
Jessica	11/9/2018	Diagnosed_with_coeliac_disease_or_gluten_sensitivity	BIN21068	25279	Diagnosed with coeliac disease or gluten sensitivity	21068		1		1	-818,;121		1	0	174781	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21068	
Jessica	11/9/2018	Ever_diagnosed_with_IBS	BIN21024	25279	Ever diagnosed with IBS	21024		1		1	-818,;121		1	0	174781	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21024	
Jessica	11/9/2018	Family_history_of_IBS	BIN21065	25279	Family history of IBS	21065		1		1	-818,;121		1	0	174781	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21065	
Jessica	11/9/2018	Long-term_recurrent_antibiotics_as_child_or_teenager	BIN21067	25279	Long-term/recurrent antibiotics as child or teenager	21067		1		1	-818,;121		1	0	174781	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21067	
Jessica	11/9/2018	Sensitive_stomach	BIN21064	25279	Sensitive stomach	21064		1		1	-818,;121		1	0	174781	Accruing	Categorical single		Primary	Unisex	1	1	502	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21064	
Jessica	11/9/2018	Abdominal_discomfort_pain_for_6_months_or_longer	BIN21027	25279	Abdominal discomfort/pain for 6 months or longer	21027		1		1	-818		1	0	93903	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21027	
Jessica	11/9/2018	Currently_in_last_3_months_suffer_from_abdominal_pain	BIN21035	25279	Currently (in last 3 months) suffer from abdominal pain	21035		1		1	-818		1	0	174781	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21035	
Jessica	11/9/2018	Currently_suffer_from_abdominal_distension	BIN21038	25279	Currently suffer from abdominal distension	21038		1		1	-818		1	0	174781	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21038	
Jessica	11/9/2018	Diarrhoea_when_IBS_symptoms_first_began	BIN21074	25279	Diarrhoea when IBS symptoms first began	21074		1		1	-818		1	0	21362	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21074	
Jessica	11/9/2018	Ever_been_offered_sought_treatment_for_anxiety	BIN21062	25279	Ever been offered/sought treatment for anxiety	21062		1		1	-818		1	0	174781	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21062	
Jessica	11/9/2018	Ever_been_offered_sought_treatment_for_depression	BIN21063	25279	Ever been offered/sought treatment for depression	21063		1		1	-818		1	0	174781	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21063	
Jessica	11/9/2018	Fever_when_IBS_symptoms_first_began	BIN21073	25279	Fever when IBS symptoms first began	21073		1		1	-818		1	0	21362	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21073	
Jessica	11/9/2018	Infectious_illness_diagnosis_status_when_IBS_symptoms_first_began	BIN21071	25279	Infectious illness diagnosis status when IBS symptoms first began	21071		1		1	-818		1	0	21362	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21071	
Jessica	11/9/2018	Vomiting_when_IBS_symptoms_first_began	BIN21076	25279	Vomiting when IBS symptoms first began	21076		1		1	-818		1	0	21362	Accruing	Categorical single		Primary	Unisex	1	1	503	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21076	
Jessica	11/9/2018	Degree_to_which_abdominal_pain_discomfort_altered_bowel_habits_affect_interfere_with_life_in_general	INI21041	25279	Degree to which abdominal pain/discomfort/altered bowel habits affect/interfere with life in general	21041	1		1		-818	0;1;2;3;4;5;6;7;8;9;10			174781	Accruing	Categorical single		Primary	Unisex	1	1	548	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21041	
Jessica	11/9/2018	Average_number_of_times_bowels_opened_per_day	INI21044	25279	Average number of times bowels opened per day	21044	1		1		-818				174781	Accruing	Integer	times/day	Primary	Unisex	1	1	584	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21044	
Jessica	11/9/2018	Greatest_number_of_times_bowels_opened_per_day	INI21042	25279	Greatest number of times bowels opened per day	21042	1		1		-818				174781	Accruing	Integer	times/day	Primary	Unisex	1	1	584	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21042	
Jessica	11/9/2018	Least_number_of_times_bowels_opened_per_week	INI21043	25279	Least number of times bowels opened per week	21043	1		1		-818				174781	Accruing	Integer	times/week	Primary	Unisex	1	1	584	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21043	
				25279	When gave up work due to IBS	21046									150	Accruing	Date		Primary	Unisex	1	1	586	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21046	
David	11/9/2018	Satisfaction with bowel habits	INI21040	25279	Satisfaction with bowel habits	21040	1		1		-818				174781	Accruing	Categorical single		Primary	Unisex	1	1	616	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21040	
David	11/9/2018	Severity of current abdominal distension/tightness	INI21039	25279	Severity of current abdominal distension/tightness	21039	1		1		-818				40668	Accruing	Categorical single		Primary	Unisex	1	1	620	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21039	
Guhan	11/9/2018	Believed_safe_to_perform_brain_MRI_scan	BIN12139	25279	Believed safe to perform brain MRI scan	12139		1		1	9		0	1	29472	Accruing	Categorical single		Primary	Unisex	1	1	634	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12139	
Guhan	11/9/2018	Acquisition_protocol_phase	INI25780	25279	Acquisition protocol phase	25780	1		1			1;2;3;4;5			4522	Accruing	Categorical single		Supporting	Unisex	1	1	778	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25780	THIS IS A TRUE CATEGORICAL VARIABLE, but is useful because they claim improvements through phases
Guhan	11/9/2018		INI21025	25279	Frequency of discomfort/pain in abdomen in last 3 months	21025	1		1		-818	0;1;2;3;4;5;6			174781	Accruing	Categorical single		Primary	Unisex	1	1	871	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21025	
Guhan	11/9/2018		INI21037	25279	Number of days (out of 10) with abdominal pain	21037	1		1		-818	0;1;2;3;4;5;6;7;8;9;10			50621	Accruing	Categorical single		Primary	Unisex	1	1	913	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21037	
Guhan	11/9/2018		INI21028	25279	Frequency of discomfort/pain getting better or stopping after a bowel movement	21028	1		1		-818	-500;-501;-502;-503;-504			93903	Accruing	Categorical single		Primary	Unisex	1	1	950	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21028	
Guhan	11/9/2018		INI21033	25279	Frequency of hard/lumpy stools in the last 3 months	21033	1		1		-818	-500;-501;-502;-503;-505			174781	Accruing	Categorical single		Primary	Unisex	1	1	950	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21033	
Guhan	11/9/2018		INI21032	25279	Frequency of harder stools when abdominal discomfort/pain started	21032	1		1		-818	-500;-501;-502;-503;-506			93903	Accruing	Categorical single		Primary	Unisex	1	1	950	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21032	
Guhan	11/9/2018		INI21034	25279	Frequency of loose/mushy/watery stools in the last 3 months	21034	1		1		-818	-500;-501;-502;-503;-507			174781	Accruing	Categorical single		Primary	Unisex	1	1	950	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21034	
Guhan	11/9/2018		INI21030	25279	Less frequent bowel movements when abdominal discomfort/pain started	21030	1		1		-818	-500;-501;-502;-503;-508			93903	Accruing	Categorical single		Primary	Unisex	1	1	950	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21030	
Guhan	11/9/2018		INI21029	25279	More frequent bowel movements when abdominal discomfort/pain started	21029	1		1		-818	-500;-501;-502;-503;-509			93903	Accruing	Categorical single		Primary	Unisex	1	1	950	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21029	
Guhan	11/9/2018		INI21031	25279	Stools looser when abdominal discomfort/pain started	21031	1		1		-818	-500;-501;-502;-503;-509			93903	Accruing	Categorical single		Primary	Unisex	1	1	950	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21031	
Jessica	11/9/2018	Number_of_weeks_absent_from_work_due_to_IBS_in_the_last_year	INI21045	25279	Number of weeks absent from work due to IBS, in the last year	21045	1		1		-777;-313;-818				21362	Accruing	Integer	weeks	Primary	Unisex	1	1	957	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21045	
Yosuke	11/9/2018	Degree_bothered_by_menstrual_cramps_or_other_problems_with_period_in_the_last_3_months_(Bothered_vs._Not_bothered_at_all)	BIN_FC10021050	25279	Degree bothered by menstrual cramps or other problems with period in the last 3 months	21050	1	1		1	-313;-818		-601;-602	-600	99294	Accruing	Categorical single		Primary	Female	1	1	1018	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21050	
Yosuke	11/9/2018	Degree_bothered_by_menstrual_cramps_or_other_problems_with_period_in_the_last_3_months	QT_FC10021050	25279	Degree bothered by menstrual cramps or other problems with period in the last 3 months	21050	1	1	1		-313;-818	-600;-601;-602			99294	Accruing	Categorical single		Primary	Female	1	1	1018	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21050	
Yosuke	11/9/2018	Degree_bothered_by_pain/problems_during_intercourse_in_the_last_3_months_(Bothered_vs._Not_bothered_at_all)	BIN_FC10021057	25279	Degree bothered by pain/problems during intercourse in the last 3 months	21057	1	1		1	-313;-818		-601;-602	-600	174781	Accruing	Categorical single		Primary	Unisex	1	1	1018	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21057	
Yosuke	11/9/2018	Degree_bothered_by_pain/problems_during_intercourse_in_the_last_3_months	QT_FC10021057	25279	Degree bothered by pain/problems during intercourse in the last 3 months	21057	1	1	1		-313;-818	-600;-601;-602			174781	Accruing	Categorical single		Primary	Unisex	1	1	1018	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21057	
Yosuke	11/9/2018	Bloody_diarrhoea_when_IBS_symptoms_first_began	BIN21075	25279	Bloody diarrhoea when IBS symptoms first began	21075		1		1	-818		1	0	10744	Accruing	Categorical single		Primary	Unisex	1	1	1021	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21075	
Yosuke	11/9/2018	Discomfort/pain_occurring_only_during_menstrual_bleed	BIN21026	25279	Discomfort/pain occurring only during menstrual bleed	21026		1		1	-818;-313		1	0	61025	Accruing	Categorical single		Primary	Female	1	1	1022	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21026	
Yosuke	11/9/2018	Method_of_coeliac_disease/gluten_sensitivity_diagnosis		25279	Method of coeliac disease/gluten sensitivity diagnosis	21069	0	0							3262	Accruing	Categorical single		Primary	Unisex	1	1	1862	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21069	
Yosuke	11/9/2018	Speed_of_onset_of_IBS_symptoms	BIN21070	25279	Speed of onset of IBS symptoms	21070		1		1	-803;-818		-803	-802	21362	Accruing	Categorical single		Primary	Unisex	1	1	2730	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21070	
Yosuke	11/9/2018	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began_(Salmonella)	BIN_FC10021072	25279	Infection diagnosed alongside IBS when IBS symptoms began	21072	4			1	-906;-818		-901		2118	Accruing	Categorical single		Primary	Unisex	1	1	7310	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21072	
Yosuke	11/9/2018	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began_(Shigella)	BIN_FC20021072	25279	Infection diagnosed alongside IBS when IBS symptoms began	21072	4			2	-906;-818		-902		2118	Accruing	Categorical single		Primary	Unisex	1	1	7310	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21072	
Yosuke	11/9/2018	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began_(Campylobacter)	BIN_FC30021072	25279	Infection diagnosed alongside IBS when IBS symptoms began	21072	4			3	-906;-818		-903		2118	Accruing	Categorical single		Primary	Unisex	1	1	7310	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21072	
Yosuke	11/9/2018	Infection_diagnosed_alongside_IBS_when_IBS_symptoms_began_(Virus)	BIN_FC40021072	25279	Infection diagnosed alongside IBS when IBS symptoms began	21072	4			4	-906;-818		-904		2118	Accruing	Categorical single		Primary	Unisex	1	1	7310	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21072	
Yosuke	11/9/2018	Heel_ultrasound_method_(Direct_entry_vs._Manual_entry)	BIN19	25279	Heel ultrasound method	19		1		1	6;7;3		1	2	324796	Complete	Categorical single		Primary	Unisex	1	1	100260	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=19	
Yosuke	11/9/2018	Heel_ultrasound_method_(left)_(Direct_entry_vs._Manual_entry)	BIN4092	25279	Heel ultrasound method (left)	4092		1		1	6;7;3		1	2	201662	Complete	Categorical single		Primary	Unisex	3	1	100260	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4092	
Yosuke	11/9/2018	Heel_ultrasound_method_(right)_(Direct_entry_vs._Manual_entry)	BIN4095	25279	Heel ultrasound method (right)	4095		1		1	6;7;3		1	2	201662	Complete	Categorical single		Primary	Unisex	3	1	100260	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=4095	
Yosuke	11/9/2018	Fractured_heel_(Yes/Unsure_vs._No)	BIN_FC10003082	25279	Fractured heel	3082		2		1			1;2	0	321856	Complete	Categorical single		Primary	Unisex	1	1	100267	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3082	
Yosuke	11/9/2018	Fractured_heel_(Yes_vs._Unsure/No)	BIN_FC20003082	25279	Fractured heel	3082		2		2			1	2;0	321856	Complete	Categorical single		Primary	Unisex	1	1	100267	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=3082	
					When digestive health questionnaire completed	21023									174781	Accruing	Time		Primary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=21023	We can't handle dates yet
Jessica	11/9/18	Access_to_services_score_Scotland	INI26433	25279	Access to services score (Scotland)	26433	1		1						35854	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26433	
Jessica	11/9/18	Access_to_services_score_Wales	INI26422	25279	Access to services score (Wales)	26422	1		1						21187	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26422	
Jessica	11/9/18	Community_safety_score_Wales	INI26425	25279	Community safety score (Wales)	26425	1		1						21187	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26425	
Jessica	11/9/18	Crime_score_England	INI26416	25279	Crime score (England)	26416	1		1						432766	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26416	
Jessica	11/9/18	Crime_score_Scotland	INI26434	25279	Crime score (Scotland)	26434	1		1						33494	Ongoing	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26434	
Jessica	11/9/18	Education_score_England	INI26414	25279	Education score (England)	26414	1		1						432766	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26414	
Jessica	11/9/18	Education_score_Scotland	INI26431	25279	Education score (Scotland)	26431	1		1						35854	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26431	
Jessica	11/9/18	Education_score_Wales	INI26421	25279	Education score (Wales)	26421	1		1						21187	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26421	
Jessica	11/9/18	Employment_score_England	INI26412	25279	Employment score (England)	26412	1		1						432766	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26412	
Jessica	11/9/18	Employment_score_Scotland	INI26429	25279	Employment score (Scotland)	26429	1		1						35854	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26429	
Jessica	11/9/18	Employment_score_Wales	INI26419	25279	Employment score (Wales)	26419	1		1						21187	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26419	
Jessica	11/9/18	Health_score_England	INI26413	25279	Health score (England)	26413	1		1						432766	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26413	
Jessica	11/9/18	Health_score_Scotland	INI26430	25279	Health score (Scotland)	26430	1		1						35854	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26430	
Jessica	11/9/18	Health_score_Wales	INI26420	25279	Health score (Wales)	26420	1		1						21187	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26420	
Jessica	11/9/18	Housing_score_England	INI26415	25279	Housing score (England)	26415	1		1						432766	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26415	
Jessica	11/9/18	Housing_score_Scotland	INI26432	25279	Housing score (Scotland)	26432	1		1						35854	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26432	
Jessica	11/9/18	Housing_score_Wales	INI26423	25279	Housing score (Wales)	26423	1		1						21187	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26423	
Jessica	11/9/18	Income_score_England	INI26411	25279	Income score (England)	26411	1		1						432766	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26411	
Jessica	11/9/18	Income_score_Scotland	INI26428	25279	Income score (Scotland)	26428	1		1						35854	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26428	
Jessica	11/9/18	Income_score_Wales	INI26418	25279	Income score (Wales)	26418	1		1						21187	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26418	
Jessica	11/9/18	Index_of_Multiple_Deprivation_England	INI26410	25279	Index of Multiple Deprivation (England)	26410	1		1						432766	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26410	
Jessica	11/9/18	Index_of_Multiple_Deprivation_Scotland	INI26427	25279	Index of Multiple Deprivation (Scotland)	26427	1		1						35854	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26427	
Jessica	11/9/18	Index_of_Multiple_Deprivation_Wales	INI26426	25279	Index of Multiple Deprivation (Wales)	26426	1		1						21187	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26426	
Jessica	11/9/18	Living_environment_score_England	INI26417	25279	Living environment score (England)	26417	1		1						432766	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26417	
Jessica	11/9/18	Physical_environment_score_Wales	INI26424	25279	Physical environment score (Wales)	26424	1		1						21187	Complete	Continuous		Derived	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26424	
					Suspicious flag for 12-lead ECG	12657									1876	Accruing	Integer		Auxiliary	Unisex	1	1		http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=12657	No non-zero values
