					Length of mobile phone use	1110									501656	Complete	Categorical single		Primary	Unisex	4	1	100335.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1110	
					Weekly usage of mobile phone in last 3 months	1120									428348	Complete	Categorical single		Primary	Unisex	4	1	100336.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1120	
					Hands-free device/speakerphone use with mobile phone in last 3 month	1130									428348	Complete	Categorical single		Primary	Unisex	4	1	100337.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1130	
					Difference in mobile phone use compared to two years previously	1140									428348	Complete	Categorical single		Primary	Unisex	4	1	100338.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1140	
					Usual side of head for mobile phone use	1150									428346	Complete	Categorical single		Primary	Unisex	4	1	100339.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1150	
					Sleep duration	1160									501653	Complete	Integer	hours/day	Primary	Unisex	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1160	
					Getting up in morning	1170									498753	Complete	Categorical single		Primary	Unisex	4	1	100341.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1170	
					Morning/evening person (chronotype)	1180									498751	Complete	Categorical single		Primary	Unisex	4	1	100342.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1180	
					Nap during day	1190									501650	Complete	Categorical single		Primary	Unisex	4	1	100343.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1190	
					Sleeplessness / insomnia	1200									501649	Complete	Categorical single		Primary	Unisex	4	1	100343.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1200	
					Snoring	1210									501649	Complete	Categorical single		Primary	Unisex	4	1	100345.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1210	
					Daytime dozing / sleeping (narcolepsy)	1220									501649	Complete	Categorical single		Primary	Unisex	4	1	100346.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1220	
					Current tobacco smoking	1239									501649	Complete	Categorical single		Primary	Unisex	4	1	100347.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1239	
					Past tobacco smoking	1249									463631	Complete	Categorical single		Primary	Unisex	4	1	100348.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1249	
					Smoking/smokers in household	1259									461082	Complete	Categorical single		Primary	Unisex	4	1	100370.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1259	
					Exposure to tobacco smoke at home	1269									464011	Complete	Integer	hours/week	Primary	Unisex	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1269	
					Exposure to tobacco smoke outside home	1279									464011	Complete	Integer	hours/week	Primary	Unisex	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1279	
					Cooked vegetable intake	1289									501647	Complete	Integer	tablespoons/day	Primary	Unisex	4	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1289	
					Salad / raw vegetable intake	1299									501647	Complete	Integer	tablespoons/day	Primary	Unisex	4	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1299	
					Fresh fruit intake	1309									501647	Complete	Integer	pieces/day	Primary	Unisex	4	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1309	
					Dried fruit intake	1319									501646	Complete	Integer	pieces/day	Primary	Unisex	4	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1319	
					Oily fish intake	1329									501646	Complete	Categorical single		Primary	Unisex	4	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1329	
					Non-oily fish intake	1339									501646	Complete	Categorical single		Primary	Unisex	4	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1339	
					Processed meat intake	1349									501645	Complete	Categorical single		Primary	Unisex	4	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1349	
					Poultry intake	1359									501645	Complete	Categorical single		Primary	Unisex	4	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1359	
					Beef intake	1369									501645	Complete	Categorical single		Primary	Unisex	4	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1369	
					Lamb/mutton intake	1379									501645	Complete	Categorical single		Primary	Unisex	4	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1379	
					Pork intake	1389									501643	Complete	Categorical single		Primary	Unisex	4	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1389	
					Cheese intake	1408									490242	Complete	Categorical single		Primary	Unisex	4	1	100377.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1408	
					Milk type used	1418									501574	Complete	Categorical single		Primary	Unisex	4	1	100387.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1418	
					Spread type	1428									498743	Complete	Categorical single		Primary	Unisex	4	1	100388.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1428	
					Bread intake	1438									498743	Complete	Integer	slices/week	Primary	Unisex	4	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1438	
					Bread type	1448									483498	Complete	Categorical single		Primary	Unisex	4	1	100391.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1448	
					Cereal intake	1458									501543	Complete	Integer	bowls/week	Primary	Unisex	4	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1458	
					Cereal type	1468									418781	Complete	Categorical single		Primary	Unisex	4	1	100393.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1468	
					Salt added to food	1478									501643	Complete	Categorical single		Primary	Unisex	4	1	100394.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1478	
					Tea intake	1488									501643	Complete	Integer	cups/day	Primary	Unisex	4	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1488	
					Coffee type	1508									390818	Complete	Categorical single		Primary	Unisex	4	1	100397.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1508	
					Hot drink temperature	1518									501643	Complete	Categorical single		Primary	Unisex	4	1	100398.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1518	
					Water intake	1528									501643	Complete	Integer	glasses/day	Primary	Unisex	4	1	100373.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1528	
					Major dietary changes in the last 5 years	1538									501643	Complete	Categorical single		Primary	Unisex	4	1	100400.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1538	
					Variation in diet	1548									498743	Complete	Categorical single		Primary	Unisex	4	1	100401.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1548	
					Alcohol intake frequency.	1558									501643	Complete	Categorical single		Primary	Unisex	4	1	100402.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1558	
					Average weekly red wine intake	1568									348902	Complete	Integer	glasses	Primary	Unisex	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1568	
					Average weekly champagne plus white wine intake	1578									348901	Complete	Integer	glasses	Primary	Unisex	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1578	
					Average weekly beer plus cider intake	1588									348901	Complete	Integer	pints	Primary	Unisex	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1588	
					Average weekly spirits intake	1598									348901	Complete	Integer	measures	Primary	Unisex	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1598	
					Average weekly fortified wine intake	1608									348901	Complete	Integer	glasses	Primary	Unisex	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1608	
					Alcohol usually taken with meals	1618									394550	Complete	Categorical single		Primary	Unisex	4	1	100416.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1618	
					Alcohol intake versus 10 years previously	1628									460880	Complete	Categorical single		Primary	Unisex	4	1	100417.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1628	
					Country of birth (UK/elsewhere)	1647									501632	Complete	Categorical single		Primary	Unisex	3	1	100420.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1647	
					Breastfed as a baby	1677									501632	Complete	Categorical single		Primary	Unisex	3	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1677	
					Comparative body size at age 10	1687									501632	Complete	Categorical single		Primary	Unisex	3	1	100428.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1687	
					Comparative height size at age 10	1697									501632	Complete	Categorical single		Primary	Unisex	3	1	100429.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1697	
					Handedness (chirality/laterality)	1707									501632	Complete	Categorical single		Primary	Unisex	3	1	100430.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1707	
					Skin colour	1717									501631	Complete	Categorical single		Primary	Unisex	3	1	100431.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1717	
					Ease of skin tanning	1727									498430	Complete	Categorical single		Primary	Unisex	3	1	100432.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1727	
					Childhood sunburn occasions	1737									498430	Complete	Integer	times	Primary	Unisex	3	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1737	
					Hair colour (natural, before greying)	1747									501631	Complete	Categorical single		Primary	Unisex	3	1	100434.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1747	
					Facial ageing	1757									498740	Complete	Categorical single		Primary	Unisex	4	1	100435.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1757	
					Adopted as a child	1767									501640	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1767	
					Part of a multiple birth	1777									494288	Complete	Categorical single		Primary	Unisex	3	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1777	
					Maternal smoking around birth	1787									494288	Complete	Categorical single		Primary	Unisex	3	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1787	
					Mood swings	1920									501636	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1920	
					Miserableness	1930									501636	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1930	
					Irritability	1940									501636	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1940	
					Sensitivity / hurt feelings	1950									501635	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1950	
					Fed-up feelings	1960									501635	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1960	
					Nervous feelings	1970									501635	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1970	
					Worrier / anxious feelings	1980									501634	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1980	
					Tense / 'highly strung'	1990									501634	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1990	
					Worry too long after embarrassment	2000									501634	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2000	
					Suffer from 'nerves'	2010									501634	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2010	
					Loneliness, isolation	2020									501633	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2020	
					Guilty feelings	2030									501633	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2030	
					Risk taking	2040									501633	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2040	
					Frequency of depressed mood in last 2 weeks	2050									501633	Complete	Categorical single		Primary	Unisex	4	1	100484.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2050	
					Frequency of unenthusiasm / disinterest in last 2 weeks	2060									501632	Complete	Categorical single		Primary	Unisex	4	1	100484.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2060	
					Frequency of tenseness / restlessness in last 2 weeks	2070									501631	Complete	Categorical single		Primary	Unisex	4	1	100484.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2070	
					Frequency of tiredness / lethargy in last 2 weeks	2080									501630	Complete	Categorical single		Primary	Unisex	4	1	100484.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2080	
					Seen doctor (GP) for nerves, anxiety, tension or depression	2090									501629	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2090	
					Seen a psychiatrist for nerves, anxiety, tension or depression	2100									501629	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2100	
					Able to confide	2110									501628	Complete	Categorical single		Primary	Unisex	4	1	100501.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2110	
					Answered sexual history questions	2129									501626	Complete	Categorical single		Primary	Unisex	4	1	100503.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2129	
					Age first had sexual intercourse	2139									456478	Complete	Integer	years	Primary	Unisex	4	1	100504.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2139	
					Lifetime number of sexual partners	2149									452277	Complete	Integer		Primary	Unisex	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2149	
					Ever had same-sex intercourse	2159									452277	Complete	Categorical single		Primary	Unisex	4	1	100352.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2159	
					Overall health rating	2178									501622	Complete	Categorical single		Primary	Unisex	4	1	100508.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2178	
					Long-standing illness, disability or infirmity	2188									501622	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2188	
					Wears glasses or contact lenses	2207									501622	Complete	Categorical single		Primary	Unisex	4	1	100352.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2207	
					Age started wearing glasses or contact lenses	2217									445116	Complete	Integer		Primary	Unisex	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2217	
					Other eye problems	2227									501621	Complete	Categorical single		Primary	Unisex	4	1	100352.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2227	
					Plays computer games	2237									501621	Complete	Categorical single		Primary	Unisex	4	1	100639.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2237	
					Hearing difficulty/problems	2247									498721	Complete	Categorical single		Primary	Unisex	4	1	100631.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2247	
					Hearing difficulty/problems with background noise	2257									501491	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2257	
					Use of sun/uv protection	2267									498721	Complete	Categorical single		Primary	Unisex	4	1	100536.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2267	
					Frequency of solarium/sunlamp use	2277									498721	Complete	Integer	times/year	Primary	Unisex	4	1	100537.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2277	
					Falls in the last year	2296									501621	Complete	Categorical single		Primary	Unisex	4	1	100539.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2296	
					Weight change compared with 1 year ago	2306									501620	Complete	Categorical single		Primary	Unisex	4	1	100540.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2306	
					Wheeze or whistling in the chest in last year	2316									501619	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2316	
					Chest pain or discomfort	2335									501617	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2335	
					Ever had bowel cancer screening	2345									501616	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2345	
					Most recent bowel cancer screening	2355									177915	Complete	Integer	years	Primary	Unisex	4	1	100567.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2355	
					Ever had prostate specific antigen (PSA) test	2365									228669	Complete	Categorical single		Primary	Male	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2365	
					Relative age of first facial hair	2375									227220	Complete	Categorical single		Primary	Male	3	1	100570.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2375	
					Relative age voice broke	2385									227220	Complete	Categorical single		Primary	Male	3	1	100570.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2385	
					Hair/balding pattern	2395									227363	Complete	Categorical single		Primary	Male	4	1	100572.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2395	
					Number of children fathered	2405									227363	Complete	Integer		Primary	Male	4	1	100291.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2405	
					Had major operations	2415									228668	Complete	Categorical single		Primary	Male	4	1	100603.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2415	
					Diabetes diagnosed by doctor	2443									501609	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2443	
					Cancer diagnosed by doctor	2453									501609	Complete	Categorical single		Primary	Unisex	4	1	100603.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2453	
					Fractured/broken bones in last 5 years	2463									501609	Complete	Categorical single		Primary	Unisex	4	1	100349.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2463	
					Other serious medical condition/disability diagnosed by doctor	2473									501609	Complete	Categorical single		Primary	Unisex	4	1	100603.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2473	
					Taking other prescription medications	2492									501609	Complete	Categorical single		Primary	Unisex	4	1	100603.0	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2492	
