#idx	phe_file	sumstats_file	n_lines	n_non-NA_lines
30	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20447.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20447.genotyped.glm.logistic.hybrid.gz	784257	403673
31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20448.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20448.genotyped.glm.logistic.hybrid.gz	784257	403420
32	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20449.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20449.genotyped.glm.logistic.hybrid.gz	784257	399640
33	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20450.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20450.genotyped.glm.logistic.hybrid.gz	784257	402009
34	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20499.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20499.genotyped.glm.logistic.hybrid.gz	784257	433067
35	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20500.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20500.genotyped.glm.logistic.hybrid.gz	784257	432314
36	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20501.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20501.genotyped.glm.logistic.hybrid.gz	784257	431987
37	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20502.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20502.genotyped.glm.logistic.hybrid.gz	784257	431009
38	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20532.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20532.genotyped.glm.logistic.hybrid.gz	784257	399570
39	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20533.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20533.genotyped.glm.logistic.hybrid.gz	784257	389354
40	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20534.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20534.genotyped.glm.logistic.hybrid.gz	784257	389354
41	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20535.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20535.genotyped.glm.logistic.hybrid.gz	784257	389354
42	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20538.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20538.genotyped.glm.logistic.hybrid.gz	784257	376549
43	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20540.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20540.genotyped.glm.logistic.hybrid.gz	784257	377371
44	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20541.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20541.genotyped.glm.logistic.hybrid.gz	784257	377372
45	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20542.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/e_asian/ukb24983_v2_hg19.BIN20542.genotyped.glm.logistic.hybrid.gz	784257	367859
46	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2090.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN2090.genotyped.glm.logistic.hybrid.gz	784257	515119
47	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2100.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN2100.genotyped.glm.logistic.hybrid.gz	784257	515256
48	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21024.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN21024.genotyped.glm.logistic.hybrid.gz	784257	432504
49	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21027.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN21027.genotyped.glm.logistic.hybrid.gz	784257	406443
50	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21035.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN21035.genotyped.glm.logistic.hybrid.gz	784257	435418
51	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21038.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN21038.genotyped.glm.logistic.hybrid.gz	784257	435419
52	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21062.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN21062.genotyped.glm.logistic.hybrid.gz	784257	435419
53	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21063.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN21063.genotyped.glm.logistic.hybrid.gz	784257	435419
54	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21065.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN21065.genotyped.glm.logistic.hybrid.gz	784257	423181
55	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21067.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN21067.genotyped.glm.logistic.hybrid.gz	784257	430870
56	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2188.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN2188.genotyped.glm.logistic.hybrid.gz	784257	514245
57	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2207.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN2207.genotyped.glm.logistic.hybrid.gz	784257	517720
58	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22126.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/e_asian/ukb24983_v2_hg19.BIN22126.genotyped.glm.logistic.hybrid.gz	784257	415457
59	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22127.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/e_asian/ukb24983_v2_hg19.BIN22127.genotyped.glm.logistic.hybrid.gz	784257	415456
60	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22502.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/e_asian/ukb24983_v2_hg19.BIN22502.genotyped.glm.logistic.hybrid.gz	784257	415457
61	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2257.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN2257.genotyped.glm.logistic.hybrid.gz	784257	514003
62	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23050.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23050.genotyped.glm.logistic.hybrid.gz	784257	348329
63	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23052.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23052.genotyped.glm.logistic.hybrid.gz	784257	350466
64	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23053.phe	NA	NA	NA
65	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23054.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23054.genotyped.glm.logistic.hybrid.gz	784257	351478
66	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23055.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23055.genotyped.glm.logistic.hybrid.gz	784257	351521
67	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23056.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23056.genotyped.glm.logistic.hybrid.gz	784257	351423
68	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23057.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23057.genotyped.glm.logistic.hybrid.gz	784257	351567
69	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23058.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23058.genotyped.glm.logistic.hybrid.gz	784257	351399
70	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23065.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23065.genotyped.glm.logistic.hybrid.gz	784257	351383
71	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23066.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23066.genotyped.glm.logistic.hybrid.gz	784257	351534
72	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23067.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23067.genotyped.glm.logistic.hybrid.gz	784257	351543
73	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23074.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/e_asian/ukb24983_v2_hg19.BIN23074.genotyped.glm.logistic.hybrid.gz	784257	351554
74	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/10137/phe/BIN2316.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/10137/e_asian/ukb24983_v2_hg19.BIN2316.genotyped.glm.linear.gz	784257	517901
75	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/10137/phe/BIN2335.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/10137/e_asian/ukb24983_v2_hg19.BIN2335.genotyped.glm.linear.gz	784257	517901
76	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2415.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN2415.genotyped.glm.logistic.hybrid.gz	784257	456552
77	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2443.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN2443.genotyped.glm.logistic.hybrid.gz	784257	516627
78	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2453.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN2453.genotyped.glm.logistic.hybrid.gz	784257	517182
79	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2463.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN2463.genotyped.glm.logistic.hybrid.gz	784257	517620
80	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2473.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN2473.genotyped.glm.logistic.hybrid.gz	784257	515994
81	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2774.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN2774.genotyped.glm.logistic.hybrid.gz	784257	479782
82	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2814.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN2814.genotyped.glm.logistic.hybrid.gz	784257	480428
83	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN3081.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN3081.genotyped.glm.logistic.hybrid.gz	784257	481089
84	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN3393.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN3393.genotyped.glm.logistic.hybrid.gz	784257	489205
85	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN3404.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN3404.genotyped.glm.logistic.hybrid.gz	784257	441200
86	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN3414.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN3414.genotyped.glm.logistic.hybrid.gz	784257	386119
87	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN3571.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN3571.genotyped.glm.logistic.hybrid.gz	784257	436456
88	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN3591.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN3591.genotyped.glm.logistic.hybrid.gz	784257	477795
89	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN3606.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN3606.genotyped.glm.logistic.hybrid.gz	784257	426738
90	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN3616.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN3616.genotyped.glm.logistic.hybrid.gz	784257	378794
91	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN3741.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN3741.genotyped.glm.logistic.hybrid.gz	784257	397640
92	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN3773.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN3773.genotyped.glm.logistic.hybrid.gz	784257	423231
93	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN3799.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/e_asian/ukb24983_v2_hg19.BIN3799.genotyped.glm.logistic.hybrid.gz	784257	424622
94	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN4092.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN4092.genotyped.glm.logistic.hybrid.gz	784257	464047
95	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN4095.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/e_asian/ukb24983_v2_hg19.BIN4095.genotyped.glm.logistic.hybrid.gz	784257	464118
96	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN4598.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN4598.genotyped.glm.logistic.hybrid.gz	784257	462469
97	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN4631.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN4631.genotyped.glm.logistic.hybrid.gz	784257	461021
98	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN4642.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN4642.genotyped.glm.logistic.hybrid.gz	784257	462229
99	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN4653.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN4653.genotyped.glm.logistic.hybrid.gz	784257	464127
100	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN4728.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN4728.genotyped.glm.logistic.hybrid.gz	784257	465537
101	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN5181.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN5181.genotyped.glm.logistic.hybrid.gz	784257	452285
102	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN5324.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/e_asian/ukb24983_v2_hg19.BIN5324.genotyped.glm.logistic.hybrid.gz	784257	366880
