#idx	phe_file	sumstats_file	n_lines	n_non-NA_lines
23	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2040.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10136/21731/white_british/ukb24983_v2_hg38.BIN2040.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	6547285
24	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20401.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20401.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4302665
25	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20404.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20404.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	568698
26	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20406.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20406.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	859793
27	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20415.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20415.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	578371
28	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20421.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20421.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4162512
29	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20425.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20425.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3921905
30	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20428.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20428.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	2204536
31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20431.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20431.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	888637
32	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20432.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20432.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	464588
33	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20435.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20435.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	2924107
34	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20437.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20437.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3032452
35	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20441.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20441.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4320870
36	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20446.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20446.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4323702
37	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20447.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20447.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3135192
38	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20448.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20448.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3132488
39	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20449.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20449.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	2952004
40	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20450.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20450.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3013991
41	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20456.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20456.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	886158
42	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20457.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20457.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	304556
43	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20463.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20463.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4316496
44	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20466.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20466.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	802226
45	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20468.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20468.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4323581
46	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20471.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20471.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4301760
47	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20474.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20474.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4322050
48	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20477.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20477.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	804053
49	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20480.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20480.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4322063
50	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20481.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20481.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	768574
51	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20483.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20483.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	759582
52	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20484.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20484.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	585173
53	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20486.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20486.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	1471468
54	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20499.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20499.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4321026
55	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20500.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20500.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4295785
56	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20501.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20501.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4270576
57	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20502.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20502.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4254398
58	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20503.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20503.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	884638
59	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20504.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20504.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	385819
60	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20532.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20532.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	2867995
61	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20533.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20533.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	2531453
62	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20534.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20534.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	2531454
63	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20535.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20535.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	2531454
64	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20538.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20538.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	2163255
65	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20540.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20540.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	2158287
66	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20541.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20541.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	2180371
67	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20542.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10483/24613/white_british/ukb24983_v2_hg38.BIN20542.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	1779880
68	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2090.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10136/21731/white_british/ukb24983_v2_hg38.BIN2090.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	6623290
69	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2100.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10136/21731/white_british/ukb24983_v2_hg38.BIN2100.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	6625646
70	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21024.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21024.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4467935
71	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21026.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21026.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	1416596
72	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21027.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21027.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3174455
73	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21035.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21035.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4534955
74	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21038.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21038.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4535790
75	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21062.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21062.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4534923
76	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21063.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21063.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4533199
77	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21065.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21065.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4166990
78	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21066.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21066.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4400315
79	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21067.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21067.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4296113
80	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21068.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21068.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	4523083
81	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21070.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21070.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	1148502
82	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21071.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21071.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	1318109
83	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21073.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21073.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	1314639
84	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21074.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21074.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	1315685
85	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21075.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21075.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	911781
86	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21076.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/2001702/25279/white_british/ukb24983_v2_hg38.BIN21076.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	1320871
87	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2188.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/9796/9797/white_british/ukb24983_v2_hg38.BIN2188.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	6578475
88	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2207.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/10136/21731/white_british/ukb24983_v2_hg38.BIN2207.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	6633861
89	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22126.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/9796/24611/white_british/ukb24983_v2_hg38.BIN22126.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3798930
90	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22127.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/9796/24611/white_british/ukb24983_v2_hg38.BIN22127.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3798930
91	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22128.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/9796/24611/white_british/ukb24983_v2_hg38.BIN22128.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3798930
92	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22129.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/9796/24611/white_british/ukb24983_v2_hg38.BIN22129.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3798930
93	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22130.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/9796/24611/white_british/ukb24983_v2_hg38.BIN22130.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3798930
94	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22132.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/9796/24611/white_british/ukb24983_v2_hg38.BIN22132.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3798930
95	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22133.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/9796/24611/white_british/ukb24983_v2_hg38.BIN22133.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3798930
96	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22134.phe	/oak/stanford/groups/mrivas/ukbb24983/exome/gwas/9796/24611/white_british/ukb24983_v2_hg38.BIN22134.exome-spb.PHENO1.glm.logistic.hybrid.gz	10191471	3798930
