#idx	phe_file	sumstats_file	n_lines	n_non-NA_lines
14	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1950.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN1950.genotyped.glm.logistic.hybrid.gz	784257	755993
15	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1960.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN1960.genotyped.glm.logistic.hybrid.gz	784257	756071
16	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1970.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN1970.genotyped.glm.logistic.hybrid.gz	784257	756101
17	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1980.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN1980.genotyped.glm.logistic.hybrid.gz	784257	756064
18	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN1990.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN1990.genotyped.glm.logistic.hybrid.gz	784257	755806
19	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2000.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN2000.genotyped.glm.logistic.hybrid.gz	784257	755868
20	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2010.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN2010.genotyped.glm.logistic.hybrid.gz	784257	755814
21	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2020.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN2020.genotyped.glm.logistic.hybrid.gz	784257	756156
22	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2030.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN2030.genotyped.glm.logistic.hybrid.gz	784257	756102
23	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2040.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN2040.genotyped.glm.logistic.hybrid.gz	784257	755796
24	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20401.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20401.genotyped.glm.logistic.hybrid.gz	784257	743086
25	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20404.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20404.genotyped.glm.logistic.hybrid.gz	784257	699391
26	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20406.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20406.genotyped.glm.logistic.hybrid.gz	784257	714955
27	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20415.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20415.genotyped.glm.logistic.hybrid.gz	784257	699443
28	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20421.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20421.genotyped.glm.logistic.hybrid.gz	784257	742398
29	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20425.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20425.genotyped.glm.logistic.hybrid.gz	784257	741200
30	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20428.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20428.genotyped.glm.logistic.hybrid.gz	784257	731871
31	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20431.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20431.genotyped.glm.logistic.hybrid.gz	784257	715647
32	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20432.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20432.genotyped.glm.logistic.hybrid.gz	784257	692947
33	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20435.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20435.genotyped.glm.logistic.hybrid.gz	784257	736637
34	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20437.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20437.genotyped.glm.logistic.hybrid.gz	784257	737192
35	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20441.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20441.genotyped.glm.logistic.hybrid.gz	784257	743232
36	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20446.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20446.genotyped.glm.logistic.hybrid.gz	784257	743241
37	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20447.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20447.genotyped.glm.logistic.hybrid.gz	784257	737813
38	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20448.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20448.genotyped.glm.logistic.hybrid.gz	784257	737811
39	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20449.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20449.genotyped.glm.logistic.hybrid.gz	784257	736723
40	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20450.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20450.genotyped.glm.logistic.hybrid.gz	784257	737147
41	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20456.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20456.genotyped.glm.logistic.hybrid.gz	784257	715726
42	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20457.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20457.genotyped.glm.logistic.hybrid.gz	784257	672274
43	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20463.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20463.genotyped.glm.logistic.hybrid.gz	784257	743200
44	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20466.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20466.genotyped.glm.logistic.hybrid.gz	784257	710282
45	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20468.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20468.genotyped.glm.logistic.hybrid.gz	784257	743221
46	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20471.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20471.genotyped.glm.logistic.hybrid.gz	784257	743147
47	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20474.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20474.genotyped.glm.logistic.hybrid.gz	784257	743237
48	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20477.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20477.genotyped.glm.logistic.hybrid.gz	784257	710317
49	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20480.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20480.genotyped.glm.logistic.hybrid.gz	784257	743229
50	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20481.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20481.genotyped.glm.logistic.hybrid.gz	784257	709998
51	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20483.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20483.genotyped.glm.logistic.hybrid.gz	784257	709122
52	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20486.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20486.genotyped.glm.logistic.hybrid.gz	784257	724280
53	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20499.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20499.genotyped.glm.logistic.hybrid.gz	784257	743252
54	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20500.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20500.genotyped.glm.logistic.hybrid.gz	784257	743089
55	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20501.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20501.genotyped.glm.logistic.hybrid.gz	784257	742934
56	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20502.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20502.genotyped.glm.logistic.hybrid.gz	784257	742836
57	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20503.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20503.genotyped.glm.logistic.hybrid.gz	784257	715745
58	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20504.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20504.genotyped.glm.logistic.hybrid.gz	784257	663484
59	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20532.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20532.genotyped.glm.logistic.hybrid.gz	784257	736215
60	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20533.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20533.genotyped.glm.logistic.hybrid.gz	784257	733675
61	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20534.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20534.genotyped.glm.logistic.hybrid.gz	784257	733676
62	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20535.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20535.genotyped.glm.logistic.hybrid.gz	784257	733675
63	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20538.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20538.genotyped.glm.logistic.hybrid.gz	784257	731502
64	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20540.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20540.genotyped.glm.logistic.hybrid.gz	784257	731494
65	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20541.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20541.genotyped.glm.logistic.hybrid.gz	784257	731610
66	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10483/24613/phe/BIN20542.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10483/24613/non_british_white/ukb24983_v2_hg19.BIN20542.genotyped.glm.logistic.hybrid.gz	784257	728199
67	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2090.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN2090.genotyped.glm.logistic.hybrid.gz	784257	756357
68	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2100.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN2100.genotyped.glm.logistic.hybrid.gz	784257	756382
69	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21024.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21024.genotyped.glm.logistic.hybrid.gz	784257	744131
70	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21026.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21026.genotyped.glm.logistic.hybrid.gz	784257	724630
71	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21027.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21027.genotyped.glm.logistic.hybrid.gz	784257	738221
72	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21035.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21035.genotyped.glm.logistic.hybrid.gz	784257	744431
73	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21038.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21038.genotyped.glm.logistic.hybrid.gz	784257	744441
74	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21062.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21062.genotyped.glm.logistic.hybrid.gz	784257	744432
75	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21063.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21063.genotyped.glm.logistic.hybrid.gz	784257	744420
76	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21065.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21065.genotyped.glm.logistic.hybrid.gz	784257	742366
77	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21066.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21066.genotyped.glm.logistic.hybrid.gz	784257	743710
78	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21067.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21067.genotyped.glm.logistic.hybrid.gz	784257	743357
79	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21068.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21068.genotyped.glm.logistic.hybrid.gz	784257	744360
80	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21070.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21070.genotyped.glm.logistic.hybrid.gz	784257	717753
81	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21071.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21071.genotyped.glm.logistic.hybrid.gz	784257	720650
82	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21073.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21073.genotyped.glm.logistic.hybrid.gz	784257	720736
83	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21074.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21074.genotyped.glm.logistic.hybrid.gz	784257	720773
84	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21075.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21075.genotyped.glm.logistic.hybrid.gz	784257	712105
85	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001702/25279/phe/BIN21076.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001702/25279/non_british_white/ukb24983_v2_hg19.BIN21076.genotyped.glm.logistic.hybrid.gz	784257	720877
86	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2188.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/non_british_white/ukb24983_v2_hg19.BIN2188.genotyped.glm.logistic.hybrid.gz	784257	756130
87	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/10136/21731/phe/BIN2207.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/10136/21731/non_british_white/ukb24983_v2_hg19.BIN2207.genotyped.glm.logistic.hybrid.gz	784257	756443
88	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22126.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/non_british_white/ukb24983_v2_hg19.BIN22126.genotyped.glm.logistic.hybrid.gz	784257	739926
89	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22127.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/non_british_white/ukb24983_v2_hg19.BIN22127.genotyped.glm.logistic.hybrid.gz	784257	739926
90	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22128.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/non_british_white/ukb24983_v2_hg19.BIN22128.genotyped.glm.logistic.hybrid.gz	784257	739926
91	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22129.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/non_british_white/ukb24983_v2_hg19.BIN22129.genotyped.glm.logistic.hybrid.gz	784257	739926
92	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22130.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/non_british_white/ukb24983_v2_hg19.BIN22130.genotyped.glm.logistic.hybrid.gz	784257	739926
93	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22133.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/non_british_white/ukb24983_v2_hg19.BIN22133.genotyped.glm.logistic.hybrid.gz	784257	739926
94	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22134.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/non_british_white/ukb24983_v2_hg19.BIN22134.genotyped.glm.logistic.hybrid.gz	784257	739926
95	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22137.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/non_british_white/ukb24983_v2_hg19.BIN22137.genotyped.glm.logistic.hybrid.gz	784257	739926
96	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22502.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/non_british_white/ukb24983_v2_hg19.BIN22502.genotyped.glm.logistic.hybrid.gz	784257	739926
97	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/24611/phe/BIN22504.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/24611/non_british_white/ukb24983_v2_hg19.BIN22504.genotyped.glm.logistic.hybrid.gz	784257	739926
98	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/9796/9797/phe/BIN2257.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/9796/9797/non_british_white/ukb24983_v2_hg19.BIN2257.genotyped.glm.logistic.hybrid.gz	784257	756150
99	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23050.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/non_british_white/ukb24983_v2_hg19.BIN23050.genotyped.glm.logistic.hybrid.gz	784257	709574
100	/oak/stanford/groups/mrivas/ukbb24983/phenotypedata/2001440/27645/phe/BIN23051.phe	/oak/stanford/groups/mrivas/ukbb24983/cal/gwas/2001440/27645/non_british_white/ukb24983_v2_hg19.BIN23051.genotyped.glm.logistic.hybrid.gz	784257	709570
