#GBE_ID	GBE_NAME	FIELD	TABLE	BASKET	APP_ID	N	N_GBE	N_NBW	N_AFR	N_EAS	N_SAS	SOURCE	DATE	PATH
BIN12139	Believed_safe_to_perform_brain_MRI_scan	12139	40831	2007183	24983	679	472	32	1	1	3	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2007183/40831/phe/BIN12139.phe
BIN12188	Brain_MRI_measurement_completed	12188	40831	2007183	24983	37577	26331	1633	183	77	307	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2007183/40831/phe/BIN12188.phe
BIN1518	Drinks_hot_drinks_or_not	1518	40831	2007183	24983	496164	333807	24645	6220	1127	7630	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2007183/40831/phe/BIN1518.phe
BIN1618	Alcohol_usually_taken_with_meals	1618	40831	2007183	24983	180104	124055	10313	1646	351	1750	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2007183/40831/phe/BIN1618.phe
BIN1677	Breastfed_as_a_baby	1677	37855	2005693	24983	279511	182993	14208	5333	663	6267	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1677.phe
BIN19	Heel_ultrasound_method	19	37855	2005693	24983	279111	194372	12379	2253	533	2327	ukb_annotations.tsv	2020-03-18	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN19.phe
BIN1920	Mood_swings	1920	37855	2005693	24983	227782	152281	10923	3124	368	3771	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1920.phe
BIN1930	Miserableness	1930	37855	2005693	24983	215515	145186	10490	2331	323	2883	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1930.phe
BIN1940	Irritability	1940	37855	2005693	24983	138458	93499	7368	1159	256	1726	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1940.phe
BIN1950	Sensitivity_/_hurt_feelings	1950	37855	2005693	24983	274396	185579	13149	2629	439	4390	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1950.phe
BIN1960	Fed-up_feelings	1960	37855	2005693	24983	204604	137983	9554	2412	291	2804	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1960.phe
BIN1970	Nervous_feelings	1970	37855	2005693	24983	118568	80130	6133	1055	243	1787	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1970.phe
BIN1980	Worrier_/_anxious_feelings	1980	37855	2005693	24983	280331	189905	13974	2702	514	4001	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1980.phe
BIN1990	Tense_/_'highly_strung'	1990	37855	2005693	24983	88462	57924	5244	1034	222	1666	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN1990.phe
BIN2000	Worry_too_long_after_embarrassment	2000	37855	2005693	24983	235503	159129	11647	2619	415	3582	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2000.phe
BIN2010	Suffer_from_'nerves'	2010	37855	2005693	24983	105422	71815	4961	915	206	1487	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2010.phe
BIN20123	Single_episode_of_probable_major_depression	20123	37855	2005693	24983	9754	6685	450	117	8	93	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20123.phe
BIN20124	Probable_recurrent_major_depression_(moderate)	20124	37855	2005693	24983	15245	10304	776	203	20	212	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20124.phe
BIN20125	Probable_recurrent_major_depression_(severe)	20125	37855	2005693	24983	9400	6081	630	138	10	198	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20125.phe
BIN2020	Loneliness,_isolation	2020	37855	2005693	24983	95019	61278	5272	1686	174	1974	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2020.phe
BIN2030	Guilty_feelings	2030	37855	2005693	24983	145877	96693	7754	1940	255	2367	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2030.phe
BIN2040	Risk_taking	2040	37855	2005693	24983	134041	85684	8857	2566	286	2723	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN2040.phe
BIN20401	Ever_addicted_to_any_substance_or_behaviour	20401	37855	2005693	24983	9383	6375	727	39	13	48	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20401.phe
BIN20404	Ever_physically_dependent_on_alcohol	20404	37855	2005693	24983	946	658	71	4	1	4	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20404.phe
BIN20406	Ever_addicted_to_alcohol	20406	37855	2005693	24983	3593	2510	274	14	4	14	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20406.phe
BIN20415	Ongoing_addiction_to_alcohol	20415	37855	2005693	24983	1536	1081	108	3	3	6	ukb_annotations.tsv	2020-03-16	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20415.phe
BIN20417	Tense,_sore,_or_aching_muscles_during_worst_period_of_anxiety	20417	37855	2005693	24983	17614	12041	1038	106	32	141	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20417.phe
BIN20419	Difficulty_concentrating_during_worst_period_of_anxiety	20419	37855	2005693	24983	35145	24544	1984	145	39	209	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20419.phe
BIN20421	Ever_felt_worried,_tense,_or_anxious_for_most_of_a_month_or_longer	20421	37855	2005693	24983	39011	27254	2268	146	44	198	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20421.phe
BIN20422	More_irritable_than_usual_during_worst_period_of_anxiety	20422	37855	2005693	24983	32082	22331	1850	123	40	185	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20422.phe
BIN20423	Keyed_up_or_on_edge_during_worst_period_of_anxiety	20423	37855	2005693	24983	36622	25899	1962	95	31	171	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20423.phe
BIN20425	Ever_worried_more_than_most_people_would_in_similar_situation	20425	37855	2005693	24983	34239	23817	1950	145	48	221	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20425.phe
BIN20426	Restless_during_period_of_worst_anxiety	20426	37855	2005693	24983	27177	18911	1498	115	34	167	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20426.phe
BIN20427	Frequent_trouble_falling_or_staying_asleep_during_worst_period_of_anxiety	20427	37855	2005693	24983	38823	27100	2215	156	46	212	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20427.phe
BIN20428	Professional_informed_about_anxiety	20428	37855	2005693	24983	29550	20677	1741	116	22	127	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20428.phe
BIN20429	Easily_tired_during_worst_period_of_anxiety	20429	37855	2005693	24983	32705	22830	1851	132	39	198	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20429.phe
BIN20431	Ever_addicted_to_a_behaviour_or_miscellanous	20431	37855	2005693	24983	2243	1474	184	20	7	16	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20431.phe
BIN20432	Ongoing_behavioural_or_miscellanous_addiction	20432	37855	2005693	24983	1064	698	81	8	3	10	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20432.phe
BIN20435	Difficulty_concentrating_during_worst_depression	20435	37855	2005693	24983	61706	43068	3382	277	83	353	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20435.phe
BIN20437	Thoughts_of_death_during_worst_depression	20437	37855	2005693	24983	43618	30310	2488	212	55	253	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20437.phe
BIN20441	Ever_had_prolonged_loss_of_interest_in_normal_activities	20441	37855	2005693	24983	62031	43082	3426	303	71	382	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20441.phe
BIN20445	Depression_possibly_related_to_childbirth	20445	37855	2005693	24983	6441	4516	332	38	4	27	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20445.phe
BIN20446	Ever_had_prolonged_feelings_of_sadness_or_depression	20446	37855	2005693	24983	85951	59969	4785	413	118	490	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20446.phe
BIN20447	Depression_possibly_related_to_stressful_or_traumatic_event	20447	37855	2005693	24983	64892	45222	3537	326	84	388	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20447.phe
BIN20448	Professional_informed_about_depression	20448	37855	2005693	24983	57032	39803	3194	255	61	244	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20448.phe
BIN20449	Feelings_of_tiredness_during_worst_episode_of_depression	20449	37855	2005693	24983	65362	45511	3668	304	86	378	ukb_annotations.tsv	2020-03-21	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20449.phe
BIN20450	Feelings_of_worthlessness_during_worst_period_of_depression	20450	37855	2005693	24983	42306	29285	2501	186	61	261	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20450.phe
BIN20456	Ever_addicted_to_illicit_or_recreational_drugs	20456	37855	2005693	24983	777	449	94	10	0	4	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20456.phe
BIN20457	Ongoing_addiction_or_dependence_on_illicit_or_recreational_drugs	20457	37855	2005693	24983	128	65	15	4	0	1	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20457.phe
BIN20463	Ever_heard_an_un-real_voice	20463	37855	2005693	24983	2777	1832	200	17	4	19	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20463.phe
BIN20466	Ever_prescribed_a_medication_for_unusual_or_psychotic_experiences	20466	37855	2005693	24983	879	588	65	8	0	4	ukb_annotations.tsv	2020-03-18	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20466.phe
BIN20468	Ever_believed_in_an_un-real_conspiracy_against_self	20468	37855	2005693	24983	1262	850	90	12	4	13	ukb_annotations.tsv	2020-03-18	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20468.phe
BIN20471	Ever_seen_an_un-real_vision	20471	37855	2005693	24983	5031	3478	307	19	3	20	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20471.phe
BIN20474	Ever_believed_in_un-real_communications_or_signs	20474	37855	2005693	24983	1138	757	78	7	4	8	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20474.phe
BIN20477	Ever_talked_to_a_health_professional_about_unusual_or_psychotic_experiences	20477	37855	2005693	24983	1664	1124	121	15	1	8	ukb_annotations.tsv	2020-03-22	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20477.phe
BIN20480	Ever_self-harmed	20480	37855	2005693	24983	6871	4656	485	37	9	48	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20480.phe
BIN20481	Self-harmed_in_past_year	20481	37855	2005693	24983	592	394	41	1	1	5	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20481.phe
BIN20483	Ever_attempted_suicide	20483	37855	2005693	24983	3562	2433	222	29	5	26	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20483.phe
BIN20484	Attempted_suicide_in_past_year	20484	37855	2005693	24983	104	65	2	0	0	1	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20484.phe
BIN20486	Contemplated_self-harm_in_past_year	20486	37855	2005693	24983	4648	3168	298	24	6	28	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20486.phe
BIN20496	Mania_needed_treatment_or_caused_problems_with_work,_relationships,_finances,_the_law,_or_other_aspects_of_life	20496	37855	2005693	24983	20502	14123	1189	141	44	155	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20496.phe
BIN20499	Ever_sought_or_received_professional_help_for_mental_distress	20499	37855	2005693	24983	61472	42759	3575	259	64	300	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20499.phe
BIN20500	Ever_suffered_mental_distress_preventing_usual_activities	20500	37855	2005693	24983	51797	35910	2914	206	56	304	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20500.phe
BIN20501	Ever_had_period_of_mania_/_excitability	20501	37855	2005693	24983	6744	4422	462	54	15	77	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20501.phe
BIN20502	Ever_had_period_extreme_irritability	20502	37855	2005693	24983	40292	27566	2454	209	79	304	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20502.phe
BIN20503	Ever_addicted_to_prescription_or_over-the-counter_medication	20503	24613	10483	24983	1319	920	75	3	3	8	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/10483/24613/phe/BIN20503.phe
BIN20504	Ongoing_addiction_or_dependence_to_over-the-counter_medication	20504	24613	10483	24983	550	390	29	1	0	1	ukb_annotations.tsv	2020-03-20	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/10483/24613/phe/BIN20504.phe
BIN20532	Did_your_sleep_change?	20532	37855	2005693	24983	60908	42435	3323	311	83	379	ukb_annotations.tsv	2020-03-19	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20532.phe
BIN20533	Trouble_falling_asleep	20533	37855	2005693	24983	46370	32132	2514	260	65	317	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20533.phe
BIN20534	Sleeping_too_much	20534	37855	2005693	24983	12692	8605	801	82	27	81	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20534.phe
BIN20535	Waking_too_early	20535	37855	2005693	24983	46177	32162	2526	228	48	299	ukb_annotations.tsv	2020-03-17	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20535.phe
BIN20538	Worried_most_days_during_period_of_worst_anxiety	20538	37855	2005693	24983	41416	28952	2358	154	43	217	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20538.phe
BIN20540	Multiple_worries_during_worst_period_of_anxiety	20540	37855	2005693	24983	35447	24467	2148	165	43	220	ukb_annotations.tsv	2020-03-23	/oak/stanford/groups/mrivas/private_data/ukbb/24983/phenotypedata/2005693/37855/phe/BIN20540.phe
